RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022
395011,229,"Racine, WI",msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130131,130141,129860,129303,128550,127612,126975,125869,125195,124288,124208,123409,122612,121515,120415,119843,119974,119976,120667,120457,121231,120861,120852,120648,120375,118513,116444,114004,111979,109670,107632,106261,105035,104032,103332,103011,102511,102154,101713,101471,100768,102370,103147,102795,100870,100346,101374,101731,101448,101357,100958,100668,100062,99297,98630,99132,100072,103364,106065,109016,109810,110443,111545,112466,113282,113819,114358,114971,115355,115744,115896,116155,116397,116653,116744,116985,117316,117714,118018,118623,119194,119351,119198,119088,118902,118799,118546,118837,118908,119028,119090,119375,120065,120666,121182,121719,122608,123576,124571,125106,126095,126730,127601,128367,129254,129977,130594,131321,132319,133089,133895,134799,135759,136878,137846,139025,140064,140990,141651,142361,143441,144806,145930,147254,148754,150422,151851,153212,154314,154669,154414,154421,155047,155779,156305,156606,156701,157004,157177,157689,157792,158075,158489,159550,160887,162156,163102,165004,167276,171451,174874,177956,179486,181490,183536,185935,188362,191003,193005,194374,197163,200250,202807,203462,203401,204384,206936,209073,209129
395009,230,"Punta Gorda, FL",msa,FL,96884,97308,97678,98403,99138,99474,99758,99830,100171,100566,101337,102247,102979,103633,104339,105210,105938,106704,107511,108312,109072,109927,110637,111236,111875,112615,113492,114283,115214,116289,117409,118698,119796,120879,121842,122978,124157,125524,127036,128650,130191,131793,133536,135340,137116,138747,140327,141888,143615,145364,147275,149410,151930,154996,158073,161075,164286,166354,168069,168859,170880,173563,177172,181688,186554,192390,197674,203324,208885,214018,218357,221821,225181,228650,227980,227498,228025,231654,233933,234355,233607,232822,231181,229241,226643,223800,220355,215832,210093,203538,198943,195556,192515,188419,183535,179183,175170,174084,174654,175199,173161,169652,166601,163165,159609,155815,153655,152854,154706,155228,155438,152396,149760,147083,144906,143485,141618,140478,138887,138227,137960,139142,140269,140481,140297,139838,139509,138187,137242,136844,136040,134481,132236,129762,127909,126659,125954,125110,123662,123163,122628,123283,124259,125640,126042,126056,125800,126282,126407,126912,127352,127883,128278,129346,131153,133427,135198,136415,137503,138888,140290,141546,143248,145411,148450,150503,152599,153732,154563,154579,155093,155809,156954,157446,157587,157582,157822,158969,160822,162688,164724,165558,166105,166521,167624,169441,170922,172991,174948,177173,178213,179165,179253,180495,182116,184450,186688,188540,190500,191996,193842,195398,196519,197263,197524,198234,198838,199951,200988,202204,203778,205147,206003,206542,207751,209040,211206,211530,211407,210941,212040,213688,214531,215361,216906,217934,218627,219488,220758,223072,224269,225257,224890,224451,224551,224653,224556,224297,224607,224844,224282,223188,223562,224662,227056,229337,231768,233557,235147,237681,240603,244368,247175,251913,255440,261419,266664,275616,284946,296141,305673,314480,323116,331352,340429,350107,364908,380429,395368,405351,409635,409498
395047,231,"Saginaw, MI",msa,MI,87955,87931,88065,88367,88878,89397,89906,90326,90663,90942,91278,91707,92080,92353,92573,92818,92972,92965,92960,93213,93791,94368,94903,94813,94766,94477,94943,95348,96012,96313,96704,97025,97294,97566,97788,98131,98359,98600,98976,99027,99443,99838,100574,101042,101287,101634,102107,102730,103064,102991,103026,103170,103721,104113,104627,104769,104823,104955,105200,105366,105414,104619,104370,104638,105708,106247,106301,106426,106454,106261,105993,106065,105900,105705,105223,105029,104617,104096,103634,103346,103359,102751,101313,99361,98056,98060,98034,97601,96747,96470,96249,96070,95275,94789,93788,92775,91355,89948,87944,86131,86188,87240,88314,87962,87302,86307,84568,82830,81335,80424,79567,79066,78402,77905,77321,77426,79000,81168,83423,84693,85463,85982,86203,87097,87514,88310,87538,86647,85030,84169,83993,83887,83870,82980,81662,80233,79364,78690,78574,78411,78380,77350,75868,74936,74928,75436,75927,75416,75007,74375,74642,75294,75932,76299,76602,76907,77608,78192,79167,80127,80835,80610,80187,79323,79281,79240,79534,79780,80066,80466,80497,80545,80231,80030,79506,79234,79201,79056,78977,78647,78428,78084,78017,77920,78152,78585,79251,79942,80250,80306,80055,79603,78906,78491,78167,78307,77930,78086,78106,78245,78070,78423,79255,80557,81486,82378,83245,84404,85880,87357,88641,89600,90150,90458,90665,90957,91509,91839,92246,91957,91913,91689,92269,92702,93041,93337,93814,94752,95507,96369,97096,97817,98283,99158,99649,100369,100859,101783,102532,102456,102399,102444,103306,104195,105443,106075,106984,107810,109330,110889,112387,114160,115966,118067,120108,121759,123924,126205,128849,130856,131900,133375,134863,136786,138563,140322,142329,143734,144386,145404,146134,147507
395202,232,"Warner Robins, GA",msa,GA,106616,106731,106937,107197,107412,107628,107957,108413,108795,109151,109589,110121,110797,111181,111422,111561,111729,111949,112062,112259,112489,112703,112792,112762,112683,112654,112636,112803,113107,113475,113519,113442,113377,113459,113580,113658,113906,114233,114516,114670,114795,114863,114979,115135,115406,115717,116015,116413,116920,117434,117850,118215,118660,119221,119776,120308,120796,121265,121646,122165,122647,123180,123657,124242,124735,125158,125586,126179,126874,127514,128073,128457,128872,129299,129865,130360,130932,131487,132138,132810,133449,134031,134508,134998,135306,135639,136079,136647,137020,137227,137342,137632,137761,137803,137752,137841,137924,138472,138918,139401,139296,139147,138993,138771,138579,138111,137095,135954,135102,134772,134414,133852,133276,132688,132234,131794,131526,131201,130825,130253,129814,129589,129679,129838,129938,129796,129769,129684,129292,128795,127950,127331,126648,126189,125573,124637,123947,123671,123385,122887,122181,121656,121567,121394,121344,121127,121161,121242,121189,121206,121028,120970,120882,120968,121062,120999,121091,121131,121405,121612,121971,122227,122498,122584,122761,122930,123143,123303,123621,123950,124436,124741,125144,125444,125689,125763,125809,125814,125925,126044,126269,126418,126490,126580,126614,126618,126011,,,,122357,,127367,129839,129771,129288,129088,128987,129185,129468,129996,130361,130888,130868,130580,129960,129809,130117,130573,131233,131999,132931,133988,134881,135485,136093,136720,137489,138024,138630,139119,139596,140114,140794,141453,142230,142901,143696,144269,144902,145524,146113,146510,146846,147245,147900,148634,149320,149625,149941,150086,150576,150977,151757,152443,153235,153992,154926,155854,156879,157915,158909,160020,161320,162867,164499,166053,167798,169609,171838,174057,176446,178737,181633,184494,187449,190717,194205,198276,202042,205809,209026
395151,233,"Terre Haute, IN",msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81767,81680,81534,81429,81309,81137,80785,80469,80184,79962,79701,79581,79355,79207,79026,78991,78983,79050,79172,79205,79254,79259,79217,79071,78899,78684,78479,78155,78033,77915,77980,78014,78032,78041,78054,78083,78067,78040,78064,78093,78129,78148,78195,78285,78389,78450,78498,78562,78521,78519,78472,78570,78607,78656,78728,78785,78837,78830,78902,78981,79135,79246,79395,79578,79672,79818,79933,80102,80264,80404,80626,80803,81075,81280,81464,81598,81728,81907,82069,82263,82430,82513,82628,82770,82986,83177,83379,83625,83899,84149,84374,84467,84508,84580,84731,84888,85068,85308,85602,85870,86095,86428,86809,87258,87715,88174,88651,89094,89693,90333,90951,91486,91950,92414,92829,93307,93742,93945,94175,94452,94947,95384,95869,96323,96704,97007,97340,97717,,,96650,,98632,98758,98901,99037,99265,99483,99711,99990,100325,100807,101825,102787,104550,105970,108040,108961,109989,110287,110920,112129,113340,114866,115722,117222,118478,119760,120812,121930,123568,125652,127535,128883
395119,234,"St. George, UT",msa,UT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257866,254692,252891,248389,244415,240798,237342,234160,229781,225541,221736,219514,218600,218180,217857,217155,215740,213457,210884,208825,207467,206172,204712,202784,201733,202693,203886,204979,204638,204731,204158,203935,203803,204266,204563,204563,204055,202666,202624,203623,206003,207837,208837,209754,210855,212705,214538,215849,217472,218751,220150,222009,224252,227177,229886,232622,234549,235738,237042,238591,239936,240857,242036,243892,245878,247428,247980,248158,248563,248869,249386,249609,250279,250835,251131,251896,252782,253795,254914,255362,255360,255217,255922,256832,257144,258138,259365,261307,262736,263893,264467,265550,267249,269811,271699,273847,275503,276259,276279,276753,278256,280446,282337,284540,286614,288900,291143,294116,297092,300157,303057,306247,309134,311337,312258,314196,316265,318968,321380,323679,325761,327003,327606,328300,329467,330617,331751,332813,334062,335122,335356,336166,337683,340048,342210,344103,345472,347413,349262,352712,356127,359833,363320,368094,373700,379928,387786,397579,409510,422761,438429,456421,474620,489559,501927,512470,523753,533513,540270,544385,549503,557369,564968,570150,567069
394386,235,"Billings, MT",msa,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203448,203232,203427,203445,203053,202471,202035,202153,202148,202273,201847,201423,200696,200457,200957,202022,203811,205036,205689,206014,206374,206575,206488,206142,205755,204760,204392,204650,205841,206139,206449,205570,205464,205098,205432,205251,205242,205414,205841,206398,206591,207754,208991,211128,212256,213014,213711,214535,215440,216034,216824,217863,218762,220295,221350,222117,221955,222674,225221,226913,228412,228557,230237,231439,232543,234706,238618,240847,243216,243175,243992,243406,243311,244074,244018,244227,244860,246985,247417,247607,245663,245751,245282,245347,244193,243294,243490,244085,244651,243361,242863,242814,243271,242621,242013,242748,244709,246556,247531,248486,248404,248403,247256,247022,247614,248863,250287,250935,250623,250791,250309,250912,251525,253169,254230,254398,254453,255429,257168,258768,261272,262823,264833,264899,264165,263845,262611,264214,263794,263939,263035,264439,267047,268768,270649,272743,275625,273249,271755,270708,275773,282038,284219,288023,289625,295130,296720,298632,300605,303955,309132,315270,321347,326103,330090,334108,338080,342104,347066,353684,361054,367674,372528,377156
394860,236,"Midland, TX",msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168709,168917,169398,169874,170126,169749,169278,168579,166559,164437,162616,162387,162601,163120,163621,163858,163955,164009,164283,163844,163822,163591,163813,163544,163629,163573,164111,164991,166441,167696,168828,170060,170300,170334,170316,171654,173191,174945,176550,177940,179749,181620,183990,185041,185194,186135,187905,190547,191463,192786,194434,196788,198583,199240,200135,201739,204158,205298,205506,205851,207552,209810,213201,215037,216712,217296,218155,217767,217233,217656,219633,221961,224070,224808,223359,221011,218365,216643,216059,216711,217920,218055,216628,214447,212533,211806,210993,211413,212301,213728,213434,213367,213192,213687,213317,213337,212502,213373,215042,217593,218751,219449,221095,222538,223248,224234,225806,227646,229782,231571,233800,236054,238571,241486,243497,246412,250319,254880,259564,263873,267137,269340,270443,270920,271500,272434,273357,273386,273561,273612,273082,271505,270626,270405,269889,269259,267769,265705,263581,262768,261854,262003,262351,263744,264385,263095,262206,260889,262143,263452,265581,267441,270159,272583,275263,276757,278199,280391,282101,284683,286191,288371,289272,290312
394539,237,"Dover, DE",msa,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224797,222232,220582,217142,214845,212924,212308,212215,212623,213320,214175,214781,214732,213377,211424,208606,206604,204936,203672,202716,202173,201677,201171,200375,200171,198977,197247,194847,193916,193569,192836,192002,191532,191890,192229,191670,191262,189971,189017,187540,186372,185677,185664,186224,186691,187533,188537,189505,189864,189505,189450,189163,188972,188588,189309,190191,191702,192993,194653,196140,197126,197652,197678,197350,197385,197598,197725,198069,198872,200151,201359,202247,202895,203341,203287,203311,202756,202269,202072,202572,203675,204882,206754,208596,210270,211005,211399,211862,212137,212088,211489,210931,210704,210311,210084,210013,210300,210908,211629,212898,214174,215322,216689,218175,219558,220043,220113,220240,220603,220877,220898,221431,223125,225063,227111,227254,227469,227474,228563,229904,230959,232063,232839,233358,233492,234070,235332,237002,238278,239369,240222,241390,242503,243992,246019,248573,251217,253603,255954,258563,261621,264685,268628,273057,278439,284023,288960,293237,296402,299803,303526,307685,311675,315695,319339,323292,325869,328187
394651,238,"Greenville, NC",msa,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144902,145677,145735,146115,145831,145785,144271,142860,141297,140959,140364,139744,139316,139194,139071,138705,137938,137071,136334,135705,135192,134752,134235,133819,133482,133566,133820,134091,134494,134795,135084,135067,134891,134272,133385,132529,132116,132124,131882,131599,131016,130752,130363,130139,129680,129149,128494,127844,127433,127751,128445,128869,128708,127995,127530,126820,126553,126093,125804,125595,125464,125765,126059,126358,126403,126179,125931,125655,125530,125660,125960,126189,126409,126552,126860,127022,127083,127208,127288,127401,127309,126888,126815,126805,127202,127154,126911,126974,126978,127102,126815,126622,126570,126452,126379,126395,126696,126918,127025,127094,127527,127959,128366,128623,128968,129512,129932,130229,130223,130272,130560,131050,131706,132349,133031,133453,133895,134215,134580,134856,135318,135883,136461,136807,137254,137516,137909,138396,139184,140048,140841,141501,142150,142583,143179,143568,144298,144910,145657,146193,146694,147286,147880,148456,149059,149768,150516,151336,152157,153278,154521,155857,157287,158802,160345,161992,163590,165385,166911,168425,170893,,,183354,187400,192090,195963,199011,201730,204690,208528,211649,214801,217213,219965
394406,239,"Bowling Green, KY",msa,KY,100084,100434,100440,100696,100800,101054,101266,101559,101696,101909,102158,102844,103650,104240,104621,105055,105523,105755,105882,105965,106250,106307,106448,106550,106594,106607,106541,106639,106747,107050,107375,107842,108291,108608,108718,108720,108866,109132,109433,109531,109609,109814,110087,110359,110615,111080,111442,111792,112138,112629,113011,113215,113452,113892,114528,115095,115609,116214,116558,116885,117784,119058,120321,120798,121163,121279,121521,121614,121986,122049,122170,122347,122810,123253,123452,123324,123189,123399,123803,124403,124945,125910,126786,127391,127647,128005,128412,128660,128750,128857,128872,129097,129244,129674,129849,130001,130287,130472,130845,131181,131421,131391,131199,131301,131248,131184,131170,131367,131377,131317,131217,131166,131138,131204,131319,131329,130985,130425,129825,129490,129481,129507,129652,129530,,126476,124982,125010,125110,125357,125382,124207,123185,121911,122956,123810,124995,124980,124730,124611,124492,124414,124115,123789,123501,123414,123454,123768,124042,124241,124346,124449,124550,124561,124604,124745,124746,124824,124800,124927,125022,125133,125387,125340,125309,125215,125408,125573,126143,126230,126368,126721,127672,128658,128586,128302,128107,128393,128836,128916,128852,128903,129227,129654,130050,130540,132507,134269,135949,136213,136480,136838,137048,137454,137712,138407,139203,140116,140760,141229,141841,142509,143216,144033,144728,145606,146455,147468,148611,149686,150923,152028,153300,154427,155569,156632,157363,158080,158456,159083,159653,160522,161462,162217,162658,163056,163445,164233,164804,165816,166402,167392,168107,168865,169506,169977,170751,171473,172052,172395,172419,172487,172655,172902,173095,173103,173550,,168681,165716,,167105,168522,169932,172321,174679,176852,178700,180888,183318,186797,189989,193650,199256,204410,208377,208687,209304,210483,211794,213905,216090
394559,240,"El Centro, CA",msa,CA,,,,,,,,,,,,,87448,87615,87966,88654,89389,90037,90680,91430,92160,92693,93431,93959,94672,95323,96141,96785,97316,97011,96993,96948,97735,98253,98665,99048,99355,99781,100197,100935,101497,102322,103162,104196,106035,107545,109144,109775,110723,111826,113058,114386,115874,117755,119888,121902,123786,126455,129584,132959,135660,138027,140851,143494,147437,151548,157054,160973,165308,168643,171820,175084,178614,182927,186335,187649,188664,188954,190412,191002,191543,191503,191435,190036,188266,186474,185971,185595,185406,183742,181329,179032,177397,176696,175057,173262,171994,170494,168305,164935,158626,152844,146675,143909,141118,139014,136750,134888,133055,131494,129911,128029,126293,124981,124301,123815,123208,122753,122723,122821,122930,122745,122387,122355,122069,121955,121311,120878,120359,119932,119168,118447,117726,117152,116277,115666,115000,114575,114018,113915,113786,113650,113303,114403,,,124038,123805,123891,124027,124472,125720,126036,126511,127060,127490,126711,125321,125437,127099,128695,128452,129855,132535,135453,138207,139882,141591,142667,143997,144521,144611,146153,150179,153063,154718,156108,158819,161946,164689,168387,171496,174288,175463,176290,177498,177977,175843,173090,170670,171002,171960,173623,177041,179658,182878,183872,185275,184661,184562,184096,184898,186885,187973,188414,187955,189434,191207,193858,194397,192722,190368,190151,192044,193280,195508,197013,198224,197550,199417,201968,204522,204815,206106,207578,209930,211433,212018,211592,210827,210781,212061,213147,214467,215149,215113,213440,212878,213321,215626,216917,218251,219163,218705,218100,218729,221857,227031,232771,237583,241301,242707,243966,246540,253229,263561,272589,278914,283238,286314,290688,293607,297007,300029,302368,307774,310835,315193,319173,324435,333650,341357
394729,241,"Joplin, MO",msa,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93110,93242,92785,92121,91166,90487,90422,90233,90131,89349,88673,88294,88201,88125,87643,86785,85953,85074,84414,83788,83575,83564,83437,83310,83289,83643,83774,83763,83872,84033,84006,83738,83323,82996,82710,82438,82328,82152,82276,82387,82661,82782,82840,82866,82916,82691,83162,83610,84499,84617,84651,84667,84492,84607,84533,84834,84753,84817,84869,85256,85682,86062,86666,87278,87760,89789,91988,94632,95547,96300,96352,96510,96785,97641,98695,99799,100775,101781,103018,103888,104574,105093,105911,106663,107222,107863,108835,109842,110837,111349,111665,111739,111380,111063,110956,110949,111011,111171,111672,112266,112438,112787,113062,113568,114055,114542,114600,114591,114491,114984,115520,116225,116748,117218,117550,117838,118323,119101,120014,120785,121369,122004,122579,123181,123799,124471,124859,125177,125564,126253,126937,127715,128484,129387,130049,130578,131024,131302,131649,133033,,132358,,,135700,136906,136737,137227,138120,138554,139175,139699,141114,142759,144666,146309,147626,148642,149536,150279,151526,152935,154639,156404,158852,161885,165095,168300,171969,175161,178219,181099,184175,187137
395162,242,"Torrington, CT",msa,CT,157444,158176,158252,158926,159607,161079,162622,164162,165535,166623,167298,168008,168720,169522,169809,170597,172234,174231,176414,178426,181011,182982,184745,186311,187747,189022,189563,190684,192043,193773,195401,196901,198414,200408,202808,205496,207716,210071,212025,214161,216128,218855,221612,224551,227539,230437,232746,234897,236154,237281,237939,240356,243079,245994,247435,249157,251067,253514,255911,258418,260791,262941,265268,267525,270088,272414,274904,277499,280279,283154,285526,287882,289769,291647,292353,293579,294568,295940,296956,297903,298163,298249,297278,296360,294876,292716,292319,292615,294382,293956,293150,292056,291848,291475,291016,290408,288821,287536,287017,287548,287431,285070,283030,280200,278772,277277,277223,277625,276981,276752,275847,275208,272995,271570,269576,269216,267114,266069,262184,258454,253798,252875,251529,250383,247718,247097,246969,246989,247669,248092,247944,247844,248092,248467,247976,247446,246813,245548,244870,243216,242216,239278,237503,233851,230695,227276,222929,220031,216610,215410,212034,211089,209113,209522,209517,212988,220193,225906,226793,224353,224437,228529,231977,234012,234366,235195,235087,234012,232424,231487,233449,234216,234512,231693,230334,227703,227724,225710,225346,224407,227011,229303,230985,230608,230704,231400,232078,232427,231933,231544,231352,230744,230277,229089,229978,230134,230899,230737,231263,231823,231709,231999,232374,232309,231510,230415,230689,231451,233382,234479,236636,237314,238333,238346,239168,240181,240794,240273,240155,240080,241041,241693,242852,243695,243821,243472,242917,242153,241333,240624,241680,243355,245221,245444,245386,245664,246106,246472,246534,246956,246456,246197,246470,247934,249696,251437,253859,257369,262104,267208,272485,276930,282240,288397,295593,301908,306633,311476,316714,321549,325203,326731,329276,331355,332864,335197,337797,342701,346733,349535,351635,352561
394712,243,"Jackson, TN",msa,TN,91007,91118,91173,91273,91341,91469,91620,91726,91977,92250,92774,93217,93918,94284,94590,94509,94380,94273,94142,94275,94313,94471,94516,94577,94698,94866,95016,94866,94767,94734,94968,95034,95116,95193,95219,95295,95443,95695,95820,95759,95895,96006,96217,96441,96693,97025,97081,97297,97509,97881,98127,98289,98402,98436,98556,98570,98834,99014,99356,99509,99696,99922,100404,101023,101624,102164,102760,103357,103849,104302,104655,105100,105536,106112,106508,106903,107123,107551,107903,108434,108750,108909,109008,109061,109201,109330,109517,109809,110113,110328,110313,110301,110188,110131,109923,109763,109429,109334,109306,109493,109651,109629,109282,108603,107899,107224,105990,105504,105001,105069,104326,103623,103006,102578,102468,102523,102478,102685,103177,103551,103349,102647,102419,102390,102692,102359,102068,101433,100703,99754,98813,97397,95942,94879,94566,94177,93771,93398,93324,92994,92861,93002,92737,92504,92034,92026,92640,93938,94676,95310,95161,95584,95940,96261,97024,97409,97495,96829,96050,95616,95491,95553,95826,96051,96394,96526,96860,96886,97079,97103,97103,96975,96629,96337,96124,96121,96166,96248,96086,96065,96240,96521,96819,97196,97895,98663,99218,99574,99645,99693,99779,100033,100171,100256,100186,100050,99945,99842,99775,99827,99936,100098,100171,100088,100234,100554,101308,102101,102833,103654,104581,105397,106314,107041,107723,108147,108790,109594,110257,110715,111252,111952,112550,113077,113305,113788,114219,114487,114537,114091,114414,114830,115605,115953,115933,116080,116505,117517,118544,119587,120575,121736,122647,123322,123820,124447,125205,126159,127334,129067,130362,131701,133451,136244,139374,141717,144137,146634,149680,152639,155640,158521,159957,161873,163660,167443,169562,172354,174178,178046,180722,182791
395018,244,"Redding, CA",msa,CA,77405,77343,77517,77839,78282,78703,79191,79797,80354,79866,79274,78699,79116,79513,80071,80598,81282,82030,83129,84406,85498,86573,87643,88927,89846,90656,91314,92311,93454,94948,96236,97550,98720,100819,102943,105528,107304,109665,111516,113585,115082,116663,118633,120368,122381,123605,125441,126676,128391,128953,130377,132009,134309,136792,139780,143184,145830,147620,149498,151888,154432,155400,157398,160083,164607,168191,171517,174765,177589,180310,182898,185546,186878,188344,190756,193257,195761,196781,197420,196397,194777,193803,192914,191302,189664,189227,189388,189282,187372,185044,182042,181102,181103,181131,178580,176505,175703,175674,173909,170470,166769,163151,159358,156019,153184,151385,149485,147736,146208,145136,144087,142959,141738,140806,138964,137069,135451,135053,134946,134702,134583,134720,134823,134484,133784,133013,132458,131730,131116,130717,130077,129377,128352,128071,127302,126562,125501,124920,123165,121470,119435,118956,118358,118690,118879,119561,119746,119873,119971,119739,120093,120464,121508,122317,123553,124353,128114,131959,136681,136844,136668,137488,141410,145612,148860,151105,153454,155503,161334,167440,173537,175740,177563,179312,181436,183478,185900,188762,191671,194249,195299,196513,198275,200950,202950,204113,204875,205583,206637,212689,219213,225980,227076,227388,226713,227464,228854,231233,231267,231905,231972,233103,234440,235695,236929,237640,239231,241729,244491,246950,247576,247513,248329,249589,251557,252650,253549,253563,253920,255446,257556,258464,258038,257728,258695,260589,262344,263819,265193,266709,267257,268493,270616,273886,275360,275461,275654,276053,276512,277045,276767,276586,275657,277562,279218,279762,280736,283228,287994,293300,297670,302252,304968,308155,312622,319557,327062,334236,342739,350226,356623,357408,358178,359803,362403,366222,368779,373777,377461,379797,380597,379244
