RegionID,SizeRank,RegionName,RegionType,StateName,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022
102001,0,United States,country,,257933,256300,258267,263267,271267,276300,279667,279967,279633,279600,279467,279467,277833,276333,276667,281633,289300,295933,299267,299600,297967,296333,293333,291633,288300,286600,286633,291300,296300,301300,306633,313300,317967,319300,318967,315967,311297,305163,308463,315133,326633,334000,340667,343000,342300,341300,340633,339000,334667,332967,337967,349967,365000,380000,391333,397667,396667
394913,1,"New York, NY",msa,NY,489300,489300,494333,503000,513000,521300,526300,528300,526600,526267,527600,529000,527667,524667,524667,528000,537667,544333,549000,547667,544333,544333,545667,549000,549300,549300,549300,552333,555967,559300,561300,566333,574967,584967,592967,597967,599600,598267,597967,597667,599000,599000,599000,596000,589333,585667,585333,587667,588333,591667,596333,608000,620000,633300,637967,634633,626666
753899,2,"Los Angeles, CA",msa,CA,703332,702998,711333,721333,735000,743333,750000,749667,742967,736267,728267,724633,719667,711300,711600,716267,732633,742667,752933,756567,759233,758967,758667,762333,765667,767667,771298,779965,787965,794333,802333,816000,826000,829633,831300,838294,844661,849327,849300,849633,858267,867633,879300,877666,868333,856666,853000,853000,854667,864167,880767,904100,924900,941633,949967,948333,940000
394463,3,"Chicago, IL",msa,IL,274933,271600,276267,284600,294600,300600,302267,301967,297933,296117,292783,288483,283333,280000,284300,291267,301267,306300,309467,306465,302798,298998,295633,290967,284933,281633,284967,291633,297967,299600,301300,304633,307667,309300,306300,303267,298267,296567,299900,304933,309967,311667,313333,313300,308267,303233,299600,296300,289666,285000,288167,298133,309800,318300,323333,324967,322967
394514,4,"Dallas, TX",msa,TX,316333,317333,320667,322997,328497,331797,332800,329502,324202,321168,318966,317633,315999,313333,313667,316967,323633,328467,330133,328467,324966,321633,319933,319600,317967,314667,313633,315267,318600,321633,325633,330600,333233,334267,332633,331600,328600,328567,330300,336130,342830,351163,359667,367959,371293,373293,373333,376086,377420,379086,384000,391000,404333,418300,431633,437967,434667
394692,5,"Houston, TX",msa,TX,287633,289133,291433,294467,297933,299633,299933,299633,297800,296165,293132,291632,289933,288300,289965,292665,297632,299300,299933,298966,295633,292316,289316,287650,286000,283333,284333,287666,293166,297133,301132,303966,307299,309967,313275,314308,314308,313596,315929,317596,323300,328300,333300,335000,333333,333333,332667,332667,330333,327667,327667,334167,344167,355833,363000,366333,364333
395209,6,"Washington, DC",msa,VA,404667,395667,395667,405633,419967,433267,439933,439933,434933,428300,423300,420000,411633,404633,405633,415667,430967,441600,448233,448233,443233,442083,440450,441783,435967,430967,433000,443300,454967,461633,466667,471633,471600,467479,461049,456049,447137,440267,440267,449967,464967,475000,483000,481633,479800,478467,479833,476666,464666,457667,466900,490567,519383,538483,548483,548333,541667
394856,7,"Miami, FL",msa,FL,367967,367933,366900,366600,368267,371067,372367,372367,369267,367967,366333,367667,367833,366167,363167,361667,364667,368500,371833,373833,375000,374967,374933,374933,374967,374967,374367,374367,374400,373333,373300,371633,373133,373166,376467,377967,377967,376333,375000,378333,384667,392967,401300,411633,420000,426667,431333,439333,446000,455333,467333,483997,504997,526663,551667,566667,566667
394974,8,"Philadelphia, PA",msa,PA,228967,223667,222333,225500,234133,242467,249967,251667,251633,249933,249600,247300,242333,236000,234333,239000,248967,259600,266600,269933,268300,268267,268267,268233,263233,256600,256600,261600,269266,275800,284133,291467,293267,291300,289300,287667,283000,276633,273300,274967,284667,292967,299600,299600,297967,296333,293300,289933,283233,278267,276633,284000,295633,308633,316300,318000,313333
394347,9,"Atlanta, GA",msa,GA,269633,270633,273967,280600,289900,296600,299633,297000,292000,288667,284667,283000,279666,277966,279600,283733,292100,299767,304540,304507,301540,298967,296667,294633,291933,290600,291300,294333,297667,299333,303000,308333,313333,316333,314667,312333,307667,307666,310183,316850,326850,338300,346633,349967,349667,349667,349633,349933,348267,347967,348000,354333,364667,379500,391167,396167,391333
394976,10,"Phoenix, AZ",msa,AZ,310250,313267,317467,320833,324167,326333,326333,324667,321600,319900,319867,318600,319600,320967,323967,325167,327167,330467,333300,334800,334167,335467,336967,340933,343967,347596,350963,351629,351333,349633,352267,355933,360967,363333,365000,366333,369633,374300,379633,386333,393333,404667,414667,424667,431633,439633,446300,452667,456300,462950,468283,476983,487000,501667,512000,512000,502333
394404,11,"Boston, MA",msa,MA,492633,489300,492633,502933,514933,524633,525667,517000,503967,496267,496567,499600,499300,497667,498000,506666,524666,541300,549300,545967,536000,531300,529967,534967,533333,531333,536300,546300,556600,566300,574633,583000,583300,586633,591300,596333,596333,593300,594967,596633,606333,616000,624333,617967,607967,604300,607633,607867,603167,608200,624633,646333,662667,676300,682967,683300,670000
395057,12,"San Francisco, CA",msa,CA,841333,827667,839667,864333,907667,929000,936000,921333,894667,887667,887667,889667,872815,857481,862448,884633,911596,931259,934592,922963,899667,901333,911333,918000,906981,896981,913648,936333,954600,969933,981267,997333,998333,998167,998167,997167,981000,973333,971333,986333,994333,997667,998667,997333,990333,987000,984667,975000,945333,925333,940667,1003667,1059333,1093667,1097000,1081667,1048667
395025,13,"Riverside, CA",msa,CA,370963,372929,375929,377967,382667,386300,389783,390116,389816,389333,387667,387277,385943,385943,386633,389967,394300,397333,398967,399600,399600,397967,397167,395833,395833,395930,397563,400646,401383,404750,409966,419933,429600,436300,442667,446333,449667,451667,456667,463333,474967,486300,496267,503300,508600,516933,523267,529967,533317,536317,540983,551000,564666,576964,583631,583298,578667
394532,14,"Detroit, MI",msa,MI,186033,179333,177667,183233,195267,208800,218833,222167,220333,215333,208333,203000,196300,192933,189900,193267,203300,216633,226633,229933,228267,224767,218133,209833,202000,195000,191667,194667,204167,217131,228465,235931,237933,234717,229750,224750,218267,213267,214933,221600,231233,238767,245433,247450,243950,235650,227333,216667,206667,195667,190633,194717,207383,225750,240000,248300,247867
395078,15,"Seattle, WA",msa,WA,449966,449966,461633,478317,498315,511648,519998,523000,514667,511333,510000,510000,504983,499983,509983,526333,547983,557967,558300,553300,546317,546300,546300,548300,543229,536562,540896,552633,564317,571650,580000,590000,593333,593333,588333,581633,569633,564617,571317,584983,610000,629833,646500,649500,642667,641000,633000,624167,605825,607492,631658,675000,715000,743083,753083,751417,739983
394865,16,"Minneapolis, MN",msa,MN,290133,296800,307100,314933,319900,318267,316600,313192,308192,303225,299996,299963,303263,309900,318267,324933,327633,327633,324333,321633,318300,316600,313267,313266,314633,318000,322967,326600,329900,329933,331267,331267,330933,327967,324333,319633,316267,314933,318300,323300,328267,329900,333233,335767,335767,330800,326600,321633,313300,308333,313333,329967,346633,359633,367750,371083,369750
395056,17,"San Diego, CA",msa,CA,636633,637967,646663,653147,664730,671067,674583,672667,666000,657667,651333,649333,649000,649000,649300,652633,662633,674300,680967,680300,677000,677300,676633,677967,677817,676117,676417,681600,683133,689500,697500,712633,712967,706633,699983,699649,704616,704633,713300,718333,735000,746333,761333,770592,777592,778926,784667,787667,790717,792050,805383,826000,856000,879333,895667,892333,879000
395148,18,"Tampa, FL",msa,FL,241267,241300,242933,243933,247233,250599,252299,252299,250600,249600,247967,247300,246633,246633,247000,247967,252933,258233,263267,264933,263300,261633,259633,259600,259567,259867,259867,260900,262633,265667,268667,270833,272833,275467,278300,279900,278567,276900,276633,281300,289600,299900,309600,319300,325967,331300,334933,341600,346567,351600,357633,366000,380667,396000,411000,417967,418267
394530,19,"Denver, CO",msa,CO,452983,459650,464667,463988,465655,465655,463300,458300,453300,450000,448333,445833,445500,447167,453000,459967,468267,471955,472822,469522,465500,461300,457098,456515,458182,464700,474342,479375,485392,485492,490492,490158,491300,487967,484967,478300,474933,476600,486633,500000,514967,528300,541633,550000,553333,556667,558333,563333,561667,568263,579596,597930,616333,633300,643300,639967,629967
395121,20,"St. Louis, MO",msa,MO,183433,181433,181600,185967,192666,199333,203333,204817,203150,202983,201467,201433,198933,197300,197333,203333,211667,220000,223300,222967,220967,218150,216783,215250,213433,208467,210088,215421,224738,228317,230950,232800,232767,230800,227967,224667,220000,216667,213333,211633,213300,218300,221333,219633,214633,209933,204967,198933,190633,185600,187967,197967,212000,222333,229000,230000,228333
394358,21,"Baltimore, MD",msa,MD,274014,267381,265414,269667,282667,294667,304667,308333,306666,303300,299933,296067,289400,281067,278100,283133,294500,307967,316267,319267,315967,309333,303300,298967,293967,288917,288217,294850,303233,310641,315641,320641,319933,316633,310667,305633,298933,293263,291630,299997,311667,325317,330317,331983,328333,326633,319967,311633,302667,297633,297633,306633,324967,341600,349933,349933,346633
394458,22,"Charlotte, NC",msa,NC,299963,299330,297663,297667,300833,305800,308448,307948,304648,304500,302467,302133,297967,294667,294967,296633,304967,311667,318300,316633,313283,308950,305583,302267,299967,299333,299333,302333,305667,311875,317208,323708,325642,323975,321058,319583,316583,318000,321300,329300,338300,345000,350000,351633,351633,354967,359667,363000,363000,361633,361633,366633,376667,389667,397967,399600,398267
394943,23,"Orlando, FL",msa,FL,272633,272783,273783,275450,280633,285600,288933,289900,289267,287633,285000,283967,282300,281633,280666,283666,287950,293613,296947,299297,299300,298188,294855,294522,295300,296900,295900,296233,296333,296333,296333,298000,299633,299966,299966,299966,299933,299267,298967,300633,307967,318267,329966,339633,346300,351300,356600,359967,361633,364967,373133,386133,399500,413000,423333,428331,428665
395055,24,"San Antonio, TX",msa,TX,259000,257667,256333,256667,260667,265633,268933,269767,268100,266433,263233,261433,259467,258030,258197,261530,267967,272933,274933,273967,271975,268642,265186,263844,263724,264813,266346,269767,274466,277966,282300,285800,288800,287833,284500,279833,276500,275000,278333,280000,284667,286333,293000,300000,306666,310000,308750,305417,303717,304967,309933,314967,323300,333333,343333,348333,349444
394998,25,"Portland, OR",msa,OR,431633,433300,436300,438333,448000,455000,459333,456300,450300,445633,443967,444967,446300,444633,444600,444900,448267,449933,449933,449600,446967,443667,438667,434667,434333,436000,442333,445967,449600,451600,456633,460000,461633,461633,464958,468324,471658,471667,473333,475766,485699,499609,513810,522210,524967,526633,527967,527967,524633,524267,527600,537300,549083,562417,572417,576300,571300
395045,26,"Sacramento, CA",msa,CA,425150,425317,429983,434667,443000,446667,450000,449500,446133,442467,437717,436083,435417,437000,441667,448263,456930,465496,471567,476233,476333,476000,471333,469000,467667,467667,470000,473300,478300,483267,486600,492933,495967,502333,502633,506300,503300,510000,515000,523333,533333,541667,555000,563333,568333,566333,564333,565667,569000,575333,585633,597633,609967,618333,623000,614633,605925
394775,27,"Las Vegas, NV",msa,NV,281267,283262,286262,287928,291267,298300,305833,310833,312500,312065,312065,310365,309633,306300,303000,300000,302333,305667,309667,310667,310667,310000,309996,309996,309997,311313,314313,317646,319633,319967,321600,323967,326967,328667,329667,330000,329997,329963,331630,338263,349929,363263,376600,387967,396300,404667,413333,423300,429633,436633,443333,453667,463333,473333,478280,476580,469580
394982,28,"Pittsburgh, PA",msa,PA,163333,163000,163000,166300,169967,174933,177967,177933,174633,171600,169933,168249,165783,164116,165217,169217,174217,179800,183967,185667,185333,183833,182133,179133,176600,174967,177967,182967,187933,192933,196300,199667,199967,199967,199933,199433,197100,196450,196950,200950,208267,214933,219767,216467,213133,209417,206083,201433,194983,191317,190000,193633,203633,212967,219633,219967,217300
394355,29,"Austin, TX",msa,TX,360816,359116,360083,362567,367600,370717,372084,371751,367333,362663,356330,353329,349666,347047,347048,352381,362665,368662,368078,363743,359413,357997,354667,354667,351667,352667,356300,364633,371967,378300,383400,391400,396400,401298,406632,408522,413423,413423,419900,430000,450000,469560,484560,492560,497667,501317,505967,509300,507760,507443,519442,543998,569998,588300,596300,594300,579667
394466,30,"Cincinnati, OH",msa,OH,192667,189333,192567,199233,211233,221300,226633,226633,223300,221600,218233,216233,212900,211233,214900,222567,232267,237267,239633,238300,234950,229950,226608,223325,221625,218300,220200,225200,235200,243267,248267,249900,248267,244933,238300,232300,225667,222000,221333,224633,233300,241633,248300,248300,246600,244967,243267,240967,234300,230667,229667,237667,247667,257667,261333,263333,261633
394735,31,"Kansas City, MO",msa,MO,226950,228583,232117,238467,244833,247967,249300,247350,244050,244050,246667,250000,251967,254933,263233,269933,276600,277500,276592,271625,265425,261333,259167,259500,261167,264967,271600,276600,281633,285333,290333,291325,287633,280966,275141,271800,268467,269967,271667,271667,268333,265000,265000,263333,258333,253333,250000,248333,244667,241333,244667,253333,268333,279667,288000,289333,284667
394492,32,"Columbus, OH",msa,OH,226333,225000,228300,233267,241567,249600,255283,256983,253950,250933,245900,242567,239250,237583,240283,247533,257567,262900,263000,261300,256633,253266,246600,243233,239900,239900,243233,246600,253300,259967,268183,271183,268717,262088,256721,252521,247267,241300,239667,244967,254967,262967,269667,273000,273300,268933,263933,257300,253300,249933,254900,264933,281600,293300,304967,308283,308265
394705,33,"Indianapolis, IN",msa,IN,189942,190775,195767,203075,213908,223942,233300,234933,229933,224933,219966,216633,211633,210950,215950,222617,231300,236267,238700,237667,234333,231567,226267,222967,219967,219633,221300,224667,231333,237317,243950,247583,247767,242800,236167,230000,223333,218333,216667,223300,231633,238300,243300,246600,249600,249300,247633,244300,237933,235633,239267,249300,261633,271633,279967,281600,279967
394475,34,"Cleveland, OH",msa,OH,157933,156300,156600,159967,165800,171000,175500,177333,177133,175633,173633,171967,170600,169900,171600,174933,179933,184900,188267,188300,185833,182467,179883,175717,173500,171083,174383,176600,181500,184867,191533,196600,198267,194133,187500,182167,177000,173633,172300,174967,181633,189633,195967,198567,195533,189200,184933,179967,176600,171300,169300,173817,180817,191117,196633,201633,201633
395059,35,"San Jose, CA",msa,CA,1036781,1036833,1068500,1122633,1171967,1190633,1198333,1195000,1170333,1150981,1121631,1102048,1055067,1038417,1051885,1101551,1143218,1167333,1167667,1142650,1115650,1099281,1098631,1082631,1049332,1046666,1082314,1147315,1183315,1197333,1198983,1199317,1199317,1199000,1199000,1199000,1195333,1194000,1194333,1214333,1235650,1260650,1273983,1271000,1262333,1249833,1249500,1232833,1228963,1244796,1307796,1361492,1412325,1441325,1457667,1440667,1399000
394902,36,"Nashville, TN",msa,TN,327667,327333,327333,327633,332933,334933,336600,333267,328267,324933,322467,322466,320800,318783,319450,321209,327392,333059,337967,337933,334900,331433,329767,328133,326633,323333,324000,327000,333500,339500,344833,348333,351633,351633,351633,349317,346650,344650,348633,357633,369600,381267,391597,399963,401661,404964,409631,416300,418000,419967,424967,439933,461633,482967,496333,499633,499633
395194,37,"Virginia Beach, VA",msa,VA,248467,246833,246500,247833,252667,258133,264750,266583,266583,263300,261557,258377,256710,256453,257967,262967,269633,276300,279300,277967,275417,272383,270683,269900,269933,269963,269997,272163,276483,282467,288633,292650,294833,293167,289133,283772,277088,272788,269650,272967,276300,282967,284667,286333,283333,281667,280000,279667,278000,276333,279667,288000,301300,311600,318267,319967,319333
395005,38,"Providence, RI",msa,RI,299900,299683,299683,303017,311567,321267,327633,329300,329600,329900,328233,324900,321567,319767,321783,326817,333617,341600,346267,349600,349300,347933,344600,341267,338967,337000,337300,340967,346267,351267,354900,361267,364633,364633,358267,353233,349900,349900,354933,361600,369967,374933,384750,393050,399417,397967,397667,394633,392633,389600,392933,396567,404900,413267,424967,430000,431633
394714,39,"Jacksonville, FL",msa,FL,266633,268200,271533,274867,278633,281933,281967,280933,277600,274267,271267,269600,269600,269933,271600,274267,278800,283800,286967,287433,284133,281600,279133,278450,278450,279250,282100,285433,288633,291467,294167,297000,297000,295967,291633,287300,282333,282333,283333,288000,293000,301333,308333,314967,318300,321633,323333,326667,327667,331000,335000,346667,361333,377000,388750,394083,392750
394862,40,"Milwaukee, WI",msa,WI,221300,219600,219933,227967,237267,245600,252567,255933,255900,252567,249567,247900,247900,248267,254933,261600,269900,273233,274900,274900,273233,268233,261600,254933,248267,244900,244933,254633,263000,272967,276633,282967,276333,262667,239633,226267,219900,221600,226600,234933,246567,258233,264900,261567,251567,239600,229600,221300,211632,204965,199932,204933,214967,228333,239967,248267,251583
394935,41,"Oklahoma City, OK",msa,OK,212497,212160,213797,215597,218600,220467,221133,221133,221617,222617,222870,223520,223403,224783,224817,228300,232983,237950,239367,238717,236083,234667,234000,235967,237600,239233,241582,244915,248248,249933,251200,251200,249867,248200,245900,245533,242616,239916,241317,243331,248331,246963,244967,242498,240831,239998,238833,238800,240300,240600,242300,244933,249967,254967,260000,261667,263000
395012,42,"Raleigh, NC",msa,NC,321633,318333,317333,320633,325600,329900,328267,326633,324967,324967,322633,320667,317333,314633,313600,316933,326867,334567,338567,337000,337000,337640,335973,331307,328300,326633,329467,331167,334500,336600,339933,344933,348300,349967,349933,348300,344933,341633,341633,345000,353333,360000,368333,371633,376633,378300,383333,385667,387333,387300,391600,402433,415583,432250,443083,449967,445833
394849,43,"Memphis, TN",msa,TN,186300,182450,179417,179783,185267,191633,197933,199992,200950,202617,202958,202333,200367,198000,197967,200442,206075,212742,218800,221467,221167,219600,217967,218267,218267,218267,218267,221300,226300,231488,234403,240037,242548,242967,239000,236966,232300,228933,224933,225467,230500,235533,240000,241650,243317,244983,246500,245500,241333,233166,229166,230000,238333,251667,263333,271667,271633
395022,44,"Richmond, VA",msa,VA,259967,254950,255963,260963,269297,274933,277533,277865,276232,275315,273317,271633,269633,269317,271000,275497,284163,291163,295333,295000,291300,287967,283967,281333,278000,277333,281649,289949,296600,302600,306092,309442,310100,309942,306592,302950,298983,297333,292667,291667,293317,298317,299983,299983,299967,299950,299950,296633,291642,290308,293642,303650,316667,329983,341317,341317,339667
394910,45,"New Orleans, LA",msa,LA,237300,233833,230833,232833,237000,243633,246967,249600,247967,246633,244667,243000,241333,239667,240300,243600,247267,252633,254317,256983,254317,252333,249633,247967,246633,245000,246000,247633,252300,256967,263333,265300,266300,264633,265567,266900,268567,267667,264666,263333,265000,269967,273300,276300,277833,282333,284333,286167,286333,286333,287667,288000,291300,294633,297133,297483,297150
394807,46,"Louisville, KY",msa,KY,203300,202467,209468,221001,233468,238130,241363,239397,236067,233000,233333,234167,234133,232467,233290,235773,242440,250083,252633,250967,244967,238467,233300,228333,226467,223275,223275,228275,237967,249300,252667,254667,250467,246133,237800,230633,224933,221233,219267,221383,225050,228683,232933,234633,236333,233333,233300,231283,227950,223983,223592,229926,238892,247967,253267,254967,253300
395053,47,"Salt Lake City, UT",msa,UT,351616,354033,356050,361050,365333,371667,376633,378300,378300,376667,373333,371633,372967,372967,376300,378267,386600,392967,397967,397967,394867,390200,386867,388633,393323,398200,399866,401510,401600,401600,405633,410667,415667,413333,414967,418300,423267,426617,434917,446283,454700,464733,478067,492667,499333,499667,500000,500000,506666,512483,520817,530783,551633,576300,592667,592667,581333
394669,48,"Hartford, CT",msa,CT,251567,249900,251900,255233,260267,263600,266933,266900,264900,263233,261600,261600,258267,256567,256567,259970,265002,270002,274632,274600,272933,269900,268267,267950,264617,262450,259433,262767,268233,274900,278233,279900,279683,279683,279383,279300,276983,271317,266650,265667,274667,282967,289600,288750,286767,283467,281283,278300,276633,276633,281633,288283,294950,304917,316267,324617,324617
394425,49,"Buffalo, NY",msa,NY,161933,159933,161633,164933,171600,176567,179933,179933,178267,177567,175567,173900,170900,167900,167433,169433,174467,179933,183267,184600,182933,180967,177933,174600,171567,168567,168600,171933,179633,186267,192931,194765,194798,191467,186633,184933,181633,181600,182967,189600,197967,204933,209966,211633,208300,203297,199930,199930,196567,192933,191300,194667,201633,211600,219933,226600,226633
394388,50,"Birmingham, AL",msa,AL,199704,198908,200592,206283,214950,222967,226787,227203,225837,223683,219933,216717,216238,217871,222754,229600,237933,244300,247792,249158,247825,246650,246950,248583,249600,247967,247967,248267,249900,251883,255217,256883,255567,252233,247583,241917,236950,238267,242600,247600,252600,257697,260997,260997,259100,259100,259133,256633,253300,246633,245967,244666,251299,258599,266567,269600,267933
394640,51,"Grand Rapids, MI",msa,MI,224000,225917,230883,237533,244917,248250,249900,249900,248017,245383,243750,243483,242783,241017,239833,239833,243233,246567,248600,248600,246967,244933,239933,236567,233267,231633,234967,241300,252967,257300,256633,251633,248967,248967,245600,242267,239933,239933,243300,249933,256600,263233,266567,267933,266300,264633,263300,263267,259933,263267,266633,278300,286467,294800,304067,312533,317500
395031,52,"Rochester, NY",msa,NY,155600,155825,159792,164792,172233,176567,179900,176567,173233,169900,168233,166567,165100,166767,171767,176567,183233,186600,189933,189933,188233,184900,181250,177950,176283,173800,177133,183800,194933,203267,205333,203667,197833,192467,187467,184967,186600,189967,191633,191633,190933,192600,195933,196633,194596,187929,182896,176600,173133,169800,171617,175083,180117,188267,194933,199900,199233
395167,53,"Tucson, AZ",msa,AZ,239633,239933,241600,244300,247633,249267,249900,249933,249800,251500,253133,256300,257633,259000,259983,261983,265317,267967,267967,266744,265111,265111,265000,266333,267967,269300,270967,272667,273000,273908,276916,281883,285308,284933,283267,282600,284300,289317,293483,297450,302467,311133,319500,324500,328333,333333,337667,339300,340200,340833,344100,349867,359183,367617,372876,375259,373259
395169,54,"Tulsa, OK",msa,OK,190708,190042,191133,194467,198300,199966,199999,199999,199966,199967,199967,201633,204633,206300,207667,211000,216000,219633,221600,221600,221800,221800,225100,229900,232433,230767,227467,226600,230631,235598,241465,245767,247467,244933,241467,239467,239467,237967,234967,236667,239333,245667,245667,244667,244667,246300,249300,246300,243000,241633,246933,250267,256967,260833,267500,269167,271667
394619,55,"Fresno, CA",msa,CA,298667,296333,294667,294317,297317,302317,306325,309325,306325,304665,302995,304143,303895,302532,301350,299933,304950,311650,319983,323497,323497,321830,319967,318300,316933,315283,315283,318283,321717,325717,329083,334000,339967,341300,339633,338000,336667,341333,343000,348000,351667,361667,371633,378300,379967,381650,384958,389958,396642,396333,393000,391333,403300,414967,421633,421500,421467
753924,56,"Urban Honolulu, HI",msa,HI,642667,642667,639667,631667,628333,634333,642667,649067,649733,649400,648500,648500,648833,650000,649667,649667,649667,651667,651667,651000,649000,645667,642967,639933,639933,634967,630000,623333,618083,609550,605967,607883,609750,605000,597000,595000,599833,602833,596500,592667,599333,617667,640967,665967,685967,696333,697333,697833,696500,695500,701000,714333,739333,766667,788000,800667,812333
394938,57,"Omaha, NE",msa,NE,226633,229467,236133,241133,245500,246233,246233,247067,246417,244750,240083,235383,235117,237617,245419,255685,264852,267500,264167,261327,257127,252127,244967,240000,234333,229333,229650,236300,244633,251983,256000,257667,251417,243083,233083,225000,216667,213333,215000,223333,231667,240000,241650,241650,238317,235000,231633,228300,224933,224967,233300,247167,262167,271833,277667,279333,278000
395238,58,"Worcester, MA",msa,MA,264517,261467,261467,264800,274933,286600,296567,299900,299600,299200,295867,292833,288933,285600,285600,292900,306233,317933,324633,324667,321333,316667,315500,316833,316733,311200,309683,313117,324783,332967,339633,344633,346633,344633,339633,334600,333250,331617,338317,346500,356500,362500,369300,375933,379900,378267,374933,371600,366567,362933,364633,374483,387817,402817,412967,418283,411616
394415,59,"Bridgeport, CT",msa,CT,589933,588267,608267,633250,663250,671617,673300,663333,652750,647417,647416,649649,649649,646133,647817,648117,657967,656267,655300,640616,623949,608149,599833,606200,610500,610167,612167,617667,634146,647479,654479,651333,639333,634333,628000,618300,606300,595967,604333,619967,639967,647967,632633,612967,583267,569933,556350,551550,548250,558167,591333,624667,648000,658000,669667,670000,661633
394653,60,"Greenville, SC",msa,SC,249997,249963,249967,252396,255737,260504,263074,264733,262967,261117,256150,254292,252108,252075,251817,254183,260550,266300,269300,266800,263500,261000,260467,260369,259836,259416,261351,263051,266505,268000,271300,273266,274900,274267,271867,270200,264200,258300,251667,251667,260000,268333,275000,275000,276633,284836,289802,291169,287633,287633,292633,295967,304333,311300,319967,323300,325000
394312,61,"Albuquerque, NM",msa,NM,229300,229300,231300,234633,239667,244633,248300,248300,246567,243200,241533,240133,241833,243500,246333,248000,249667,252094,253761,253761,253300,254133,255767,255767,254900,255100,256800,259500,262967,267300,274600,280933,283233,281600,278300,278300,277967,281300,283000,288333,293300,301358,303025,303058,300000,306667,314967,323300,322967,322967,324300,327967,332967,338300,344967,348333,351667
394357,62,"Bakersfield, CA",msa,CA,249883,249917,251583,255567,260600,263967,265000,265000,263300,259967,254967,251667,250000,249967,249967,252967,257967,262967,264967,265000,264933,263233,261417,259025,259025,259142,259933,261950,265283,268950,270783,274117,278783,286533,289867,293200,289800,286500,283167,284667,291300,297967,304633,309667,313000,315000,318333,322333,327300,328967,333267,339942,351575,363275,371633,374967,373283
394308,63,"Albany, NY",msa,NY,202983,206967,211933,213900,215167,216800,220167,224600,226333,226333,224967,225800,226517,226517,225650,226567,228233,229933,230298,230998,230965,230300,227933,226267,223233,219933,217967,217967,219633,221600,224933,231350,236050,236083,232667,229333,227633,224300,222933,224300,229600,232950,236583,238283,239933,239633,237950,234650,231617,226633,223267,225633,235600,245633,256300,259333,259333
394753,64,"Knoxville, TN",msa,TN,229900,228267,228267,230800,237467,244133,248267,246600,243267,239933,239600,237967,236333,233300,231633,232900,237933,244600,250000,254967,254967,253267,249267,247567,244233,242350,240683,244017,247350,252383,257417,263300,268717,267883,264233,257117,250850,244500,244167,246267,256267,266300,277967,281333,284000,285633,289708,292375,294858,297417,303700,312917,329583,341633,349967,355000,358000
394843,65,"McAllen, TX",msa,TX,186333,184983,184483,183817,185167,185667,187667,187967,189467,189767,188133,186633,185000,185449,186949,188583,191467,194300,197333,197833,196917,195583,195368,195285,195285,194667,192967,191967,193617,196317,198917,199200,199867,202767,207833,212133,210966,207633,206666,210000,215000,223333,228317,234950,236617,241633,241667,243333,241500,239833,236500,236333,238000,241333,243333,246333,246333
394367,66,"Baton Rouge, LA",msa,LA,223050,221417,220833,223500,226800,230967,233300,234750,233750,233750,232300,231774,230908,230941,231933,234433,238414,242281,243948,243300,240746,235779,232446,230513,230513,230180,230967,233200,236200,237683,239000,242633,246500,251997,254697,254713,252333,250000,251997,253995,258895,263065,267700,268883,267717,266650,263900,262900,260667,260633,259967,261633,265000,268650,271983,273650,275000
753906,67,"North Port, FL",msa,FL,336000,337667,337633,336267,336258,336291,337958,339600,338267,334933,331633,332967,336000,338500,338500,338800,342633,345967,349300,349600,348233,345767,342133,343833,348000,351667,351633,349933,349900,348917,348950,348650,349633,349600,349900,349675,353042,354708,359967,363282,373482,381482,391167,396000,403000,408333,419733,432733,444067,449333,454983,471650,498283,526267,543233,549600,549300
394908,68,"New Haven, CT",msa,CT,249633,246933,246933,252233,262267,271950,275317,274317,269667,266167,263133,261433,258233,254900,253167,256533,263200,268267,269900,268567,265234,261900,256567,253233,249600,249133,250833,256167,261667,266667,271633,276633,278300,278000,277967,277933,273267,266633,264967,266633,276633,286633,294967,295300,291967,291933,291567,290417,285450,285150,289333,296000,306300,314933,323150,324850,324550
394486,69,"Columbia, SC",msa,SC,193703,191838,190233,191267,195917,201617,207283,209633,210283,209617,209617,211600,214600,215472,215172,214930,217391,219724,219967,218300,215967,213333,211367,210000,209300,209551,211217,213217,218267,222800,229433,231133,231633,227967,225217,221883,220250,217967,217967,219967,223772,225438,226188,227417,230750,233333,236083,237417,239050,241867,245533,253867,261600,268267,271633,274667,276333
