"","X","RegionID","SizeRank","RegionName","RegionType","StateName","month","ZVHI","inventory","median_list_price","median_sale_price","StL_ratio","prct_above_list","lat","lng","y","year","season","loc_cluster"
"30",6345,394466,30,"Cincinnati, OH","msa","OH",8,176626,8897,223300,168686,0.98690404,0.230831799,39.1413,-84.5061,0.227808834993568,2018,"Summer",5
"31",6346,394735,31,"Kansas City, MO","msa","MO",8,195630,12538,244050,201025,1,0.356450351,39.1239,-94.5541,0.356450351,2018,"Summer",2
"32",6347,394492,32,"Columbus, OH","msa","OH",8,198969,7673,253950,188411,1,0.364786362,39.9862,-82.985,0.364786362,2018,"Summer",6
"33",6348,394705,33,"Indianapolis, IN","msa","IN",8,173496,8733,229933,174544,0.991791698,0.243367932,39.7771,-86.1458,0.241370294517029,2018,"Summer",5
"34",6349,394475,34,"Cleveland, OH","msa","OH",8,149147,12368,177133,141601,0.983882392,0.252760063,41.4767,-81.6804,0.248686175386511,2018,"Summer",6
"35",6350,395059,35,"San Jose, CA","msa","CA",8,1339839,3025,1170333,1131318,1.038751227,0.721998409,37.3019,-121.8486,0.749976733240798,2018,"Summer",1
"36",6351,394902,36,"Nashville, TN","msa","TN",8,272019,9476,328267,261357,1,0.227104611,36.1715,-86.7843,0.227104611,2018,"Summer",4
"37",6352,395194,37,"Virginia Beach, VA","msa","VA",8,238326,12707,266583,231613,0.99120253,0.144372278,36.7335,-76.0435,0.143102167215463,2018,"Summer",6
"38",6353,395005,38,"Providence, RI","msa","RI",8,308598,7914,329600,266813,0.998025572,0.346740114,41.823,-71.4187,0.346055500610195,2018,"Summer",7
"39",6354,394714,39,"Jacksonville, FL","msa","FL",8,220599,10547,277600,221590,0.983028912,0.136412978,30.3322,-81.6749,0.13409790134602,2018,"Summer",3
"40",6356,394935,41,"Oklahoma City, OK","msa","OK",8,151181,8369,221617,159910,0.994799992,0.191862909,35.4676,-97.5136,0.190865220338297,2018,"Summer",2
"41",6357,395012,42,"Raleigh, NC","msa","NC",8,267373,4803,324967,258898,1,0.35148136,35.8325,-78.6435,0.35148136,2018,"Summer",6
"42",6358,394849,43,"Memphis, TN","msa","TN",8,144683,5776,200950,170317,1,0.271423716,35.1046,-89.9773,0.271423716,2018,"Summer",4
"43",6359,395022,44,"Richmond, VA","msa","VA",8,237944,5447,276232,231151,1,0.316467651,37.5295,-77.4756,0.316467651,2018,"Summer",6
"44",6360,394910,45,"New Orleans, LA","msa","LA",8,200085,4509,247967,198305,0.97992535,0.134613036,30.0687,-89.9288,0.131910726416863,2018,"Summer",4
"45",6361,394807,46,"Louisville, KY","msa","KY",8,171417,5838,236067,177703,0.992847051,0.245815806,38.1663,-85.6485,0.244057498076288,2018,"Summer",4
"46",6362,395053,47,"Salt Lake City, UT","msa","UT",8,353565,4227,378300,308521,1,0.423583267,40.7777,-111.9306,0.423583267,2018,"Summer",8
"47",6363,394669,48,"Hartford, CT","msa","CT",8,235978,6707,264900,222150,0.985207981,0.260190095,41.7661,-72.6834,0.256341358171148,2018,"Summer",7
"48",6364,394425,49,"Buffalo, NY","msa","NY",8,164472,3825,178267,154782,1.000367361,0.499475152,42.9016,-78.8487,0.499658639691314,2018,"Summer",6
"49",6365,394388,50,"Birmingham, AL","msa","AL",8,165384,6687,225837,189979,0.988011667,0.186077827,33.5277,-86.7987,0.183847064046008,2018,"Summer",4
"50",6366,394640,51,"Grand Rapids, MI","msa","MI",8,202228,4794,248017,187127,1,0.439541041,42.962,-85.6562,0.439541041,2018,"Summer",5
"51",6367,395031,52,"Rochester, NY","msa","NY",8,148498,4199,173233,145831,1,0.452728038,43.168,-77.6162,0.452728038,2018,"Summer",7
"52",6368,395167,53,"Tucson, AZ","msa","AZ",8,203662,4746,249800,199514,0.988684231,0.183678123,32.1545,-110.8782,0.181599663789778,2018,"Summer",1
"53",6369,395169,54,"Tulsa, OK","msa","OK",8,144892,6679,199966,157153,0.987127655,0.181925024,36.1284,-95.9042,0.179583222326939,2018,"Summer",2
"54",6370,394619,55,"Fresno, CA","msa","CA",8,256903,2605,306325,261550,1,0.332357605,36.7831,-119.7941,0.332357605,2018,"Summer",1
"55",6372,394938,57,"Omaha, NE","msa","NE",8,191582,3965,246417,179876,1,0.318341206,41.2627,-96.0522,0.318341206,2018,"Summer",2
"56",6373,395238,58,"Worcester, MA","msa","MA",8,286255,3776,299600,256288,1,0.416733501,42.2705,-71.8079,0.416733501,2018,"Summer",7
"57",6374,394415,59,"Bridgeport, CT","msa","CT",8,417104,6958,652750,394221,0.975854514,0.15489514,41.1918,-73.1953,0.151155121565662,2018,"Summer",7
"58",6375,394653,60,"Greenville, SC","msa","SC",8,195572,4584,262967,189093,0.989421444,0.217148636,34.8353,-82.3647,0.21485151699375,2018,"Summer",4
"59",6376,394312,61,"Albuquerque, NM","msa","NM",8,197387,4680,246567,202586,0.986803817,0.131592822,35.1053,-106.6464,0.129856299039402,2018,"Summer",2
"60",6377,394357,62,"Bakersfield, CA","msa","CA",8,215919,3094,263300,225261,0.996585111,0.297595511,35.3529,-119.0359,0.296579255363037,2018,"Summer",1
"61",6378,394308,63,"Albany, NY","msa","NY",8,201239,3259,226333,193348,0.995451573,0.370035144,42.6664,-73.7987,0.368352066160081,2018,"Summer",7
"62",6379,394753,64,"Knoxville, TN","msa","TN",8,179495,5468,243267,179316,0.987062416,0.196308255,35.9692,-83.9496,0.193768500461044,2018,"Summer",4
"63",6380,394843,65,"McAllen, TX","msa","TX",8,114074,2359,189467,144108,0.981378601,0.210989011,26.2273,-98.2471,0.207060100441554,2018,"Summer",2
"64",6381,394367,66,"Baton Rouge, LA","msa","LA",8,191849,5465,233750,188169,1,0.094815845,30.4418,-91.131,0.094815845,2018,"Summer",4
"65",6382,753906,67,"North Port, FL","msa","FL",8,273209,8388,338267,250757,0.970074029,0.077817218,27.0577,-82.1975,0.0754884621908313,2018,"Summer",3
"66",6383,394908,68,"New Haven, CT","msa","CT",8,227142,4285,269667,216591,0.977566052,0.198935213,41.3112,-72.9246,0.194472310776189,2018,"Summer",7
"67",6384,394486,69,"Columbia, SC","msa","SC",8,154328,4865,210283,158021,0.993532264,0.222309862,34.0376,-80.9037,0.220872020502388,2018,"Summer",6
"68",6385,394318,70,"Allentown, PA","msa","PA",8,205847,4550,220633,185217,0.9836358,0.178558881,40.5961,-75.4756,0.17563690775954,2018,"Summer",7
"69",6386,394561,71,"El Paso, TX","msa","TX",8,130726,3660,169133,144312,0.994823272,0.153168123,31.8479,-106.4309,0.152375213288958,2018,"Summer",2
"70",6387,394952,72,"Oxnard, CA","msa","CA",8,601156,2601,694000,581652,0.992631448,0.244004722,34.1963,-119.1815,0.242206760517697,2018,"Summer",1
"71",6388,394457,73,"Charleston, SC","msa","SC",8,268142,6189,364709,251621,0.988826053,0.175469237,32.8153,-79.9628,0.173508553045632,2018,"Summer",3
"72",6390,394440,75,"Cape Coral, FL","msa","FL",8,237671,10555,279900,225706,0.96947822,0.083764004,26.6446,-81.9956,0.0812073774979929,2018,"Summer",3
"73",6391,394648,76,"Greensboro, NC","msa","NC",8,144018,3252,209483,152667,0.986270957,0.234907949,36.0956,-79.8269,0.231682887667137,2018,"Summer",6
"74",6393,395134,78,"Stockton, CA","msa","CA",8,359370,1950,383283,358760,1,0.445528155,37.9765,-121.3109,0.445528155,2018,"Summer",1
"75",6394,394484,79,"Colorado Springs, CO","msa","CO",8,294362,3883,335000,288191,1,0.376755159,38.8674,-104.7606,0.376755159,2018,"Summer",2
"76",6395,394798,80,"Little Rock, AR","msa","AR",8,147572,5275,185933,159196,0.991386388,0.117151145,34.7256,-92.3576,0.116142050491614,2018,"Summer",2
"77",6396,394766,81,"Lakeland, FL","msa","FL",8,179753,3413,214933,179410,0.985532652,0.167952164,28.0556,-81.9545,0.165522341596059,2018,"Summer",3
"78",6397,394531,82,"Des Moines, IA","msa","IA",8,200666,4843,263862,189255,0.99453882,0.217792762,41.5725,-93.6105,0.216603356524021,2018,"Summer",5
"79",6398,394304,83,"Akron, OH","msa","OH",8,144361,3968,165933,140958,0.985280146,0.243109555,41.0798,-81.5219,0.239531017844395,2018,"Summer",6
"80",6399,395115,84,"Springfield, MA","msa","MA",8,229047,2640,249600,207169,0.998821042,0.345773536,42.1155,-72.5395,0.345365883523545,2018,"Summer",7
"81",6400,394931,85,"Ogden, UT","msa","UT",8,297054,2375,321433,266177,1,0.443441334,41.2278,-111.9682,0.443441334,2018,"Summer",8
"82",6401,394528,86,"Deltona, FL","msa","FL",8,209013,6442,259933,196054,0.982213916,0.125788268,28.905,-81.2137,0.123550987299137,2018,"Summer",3
"83",6403,394816,89,"Madison, WI","msa","WI",8,270028,3637,298233,253650,1.00006174,0.455889131,43.0826,-89.3931,0.455917277594948,2018,"Summer",5
"84",6404,395006,90,"Provo, UT","msa","UT",8,341826,2196,358633,299120,1,0.386469605,40.2457,-111.6457,0.386469605,2018,"Summer",8
"85",6405,394549,91,"Durham, NC","msa","NC",8,254298,2092,321600,241902,1,0.398896616,35.9794,-78.9031,0.398896616,2018,"Summer",6
"86",6406,395143,92,"Syracuse, NY","msa","NY",8,141683,3357,159983,139707,0.996796535,0.363453959,43.0409,-76.1438,0.362289646963232,2018,"Summer",7
"87",6408,395160,94,"Toledo, OH","msa","OH",8,118564,3330,157600,127205,0.983053011,0.222365077,41.6639,-83.5822,0.218596658486097,2018,"Summer",5
"88",6409,394352,95,"Augusta, GA","msa","GA",8,148909,3508,214899,162586,1,0.32110851,33.3645,-82.0708,0.32110851,2018,"Summer",4
"89",6410,394957,96,"Palm Bay, FL","msa","FL",8,215424,4721,264000,205734,0.976627131,0.125247257,27.955,-80.6627,0.12231986926953,2018,"Summer",3
"90",6411,394711,97,"Jackson, MS","msa","MS",8,134518,2936,237267,178874,0.978529275,0.089221628,32.3163,-90.2124,0.0873059749611597,2018,"Summer",4
"91",6412,394666,98,"Harrisburg, PA","msa","PA",8,185520,2405,186300,171015,1,0.224015483,40.2752,-76.8843,0.224015483,2018,"Summer",6
"92",6413,395113,99,"Spokane, WA","msa","WA",8,245004,3351,274967,232166,1,0.395271654,47.6671,-117.433,0.395271654,2018,"Summer",8
"93",6414,394460,100,"Chattanooga, TN","msa","TN",8,167089,2999,254017,170890,0.989099151,0.227551544,35.0657,-85.2488,0.225071038979139,2018,"Summer",4
"94",6415,395075,101,"Scranton, PA","msa","PA",8,115801,2981,154967,117362,0.963775176,0.194869615,41.4044,-75.6649,0.187810497493677,2018,"Summer",7
"95",6416,394871,102,"Modesto, CA","msa","CA",8,311836,1679,343967,304440,1,0.387643857,37.6374,-121.0028,0.387643857,2018,"Summer",1
"96",6417,394590,103,"Fayetteville, AR","msa","AR",8,185383,3984,264667,185575,0.990955787,0.162463415,36.0713,-94.166,0.160994061270033,2018,"Summer",2
"97",6418,394770,104,"Lansing, MI","msa","MI",8,157021,2908,167400,140857,1,0.371704765,42.7142,-84.5601,0.371704765,2018,"Summer",5
"98",6419,394768,105,"Lancaster, PA","msa","PA",8,227001,1609,229933,196735,1,0.197121915,40.0421,-76.3012,0.197121915,2018,"Summer",7
"99",6420,394997,106,"Portland, ME","msa","ME",8,304444,3863,346333,276538,0.992756675,0.299036957,43.6773,-70.2715,0.296870935133438,2018,"Summer",7
"100",6421,395245,107,"Youngstown, OH","msa","OH",8,95523,3044,120500,101007,0.965073607,0.13317863,41.0993,-80.6463,0.128527180829418,2018,"Summer",6
"101",6422,394589,108,"Fayetteville, NC","msa","NC",8,127613,3603,169933,150019,0.992321357,0.201291014,35.0846,-78.9776,0.199745372164386,2018,"Summer",6
"102",6423,394792,109,"Lexington, KY","msa","KY",8,186210,2713,260025,185156,0.988353109,0.201415668,38.0423,-84.4587,0.199069801669112,2018,"Summer",4
"103",6424,394898,110,"Myrtle Beach, SC","msa","SC",8,202326,7990,239500,180494,0.974222991,0.10912563,33.7096,-78.8843,0.106312697653359,2018,"Summer",6
"104",6425,394971,111,"Pensacola, FL","msa","FL",8,176934,3358,244632,194215,1,0.197469509,30.4427,-87.1886,0.197469509,2018,"Summer",4
"105",6426,394995,112,"Port St. Lucie, FL","msa","FL",8,229702,4326,268000,215618,0.97263728,0.090759333,27.2796,-80.3883,0.0882759107837342,2018,"Summer",3
"106",6427,395068,113,"Santa Rosa, CA","msa","CA",8,669086,1701,699333,621421,1,0.364313912,38.4458,-122.7067,0.364313912,2018,"Summer",1
"107",6429,394698,115,"Huntsville, AL","msa","AL",8,180396,2895,245027,182612,1,0.153311323,34.6988,-86.6412,0.153311323,2018,"Summer",4
"108",6430,395019,116,"Reno, NV","msa","NV",8,371838,2551,428300,350837,0.996929777,0.261473828,39.5497,-119.8483,0.260671045039376,2018,"Summer",1
"109",6431,395116,117,"Springfield, MO","msa","MO",8,148106,2979,188267,144505,0.993703448,0.226787053,37.1943,-93.2916,0.225359076527859,2018,"Summer",2
"110",6432,395195,118,"Visalia, CA","msa","CA",8,215546,1063,265250,221711,0.998476427,0.295526975,36.3276,-119.3269,0.295076718080118,2018,"Summer",1
"111",6433,394746,119,"Killeen, TX","msa","TX",8,150336,2226,193067,154307,0.999091735,0.207749767,31.0754,-97.7296,0.207561075157876,2018,"Summer",2
"112",6434,394338,120,"Asheville, NC","msa","NC",8,262663,3601,347167,251166,0.977244632,0.158319036,35.5704,-82.5536,0.154716428074415,2018,"Summer",4
"113",6435,395244,121,"York, PA","msa","PA",8,183697,2049,199267,173140,1,0.239193986,39.9651,-76.7315,0.239193986,2018,"Summer",6
"114",6436,395183,122,"Vallejo, CA","msa","CA",8,440318,1263,465717,431873,1.000000952,0.467808081,38.1133,-122.2358,0.467808526353293,2018,"Summer",1
"115",6437,753917,123,"Santa Maria, CA","msa","CA",8,625509,1320,1045333,519365,0.987518912,0.180037411,34.9334,-120.4432,0.177790348230017,2018,"Summer",1
"116",6438,395048,124,"Salem, OR","msa","OR",8,295426,2046,339933,287403,1,0.415039761,44.9231,-123.0246,0.415039761,2018,"Summer",8
"117",6439,395050,125,"Salinas, CA","msa","CA",8,564941,1048,842817,581917,0.991607324,0.245906433,36.6884,-121.6317,0.243842619981515,2018,"Summer",1
"118",6440,394502,126,"Corpus Christi, TX","msa","TX",8,162409,3186,231600,192643,0.982946628,0.170123227,27.726,-97.3755,0.167222052324129,2018,"Summer",2
"119",6442,394421,128,"Brownsville, TX","msa","TX",8,104237,1992,203300,136879,0.996654798,0.463824049,25.998,-97.4565,0.462272463863637,2018,"Summer",2
"120",6443,395051,129,"Salisbury, MD","msa","DE",8,257183,5174,299900,239112,0.978459792,0.153526041,38.3756,-75.5867,0.150219058143443,2018,"Summer",6
"121",6444,395015,130,"Reading, PA","msa","PA",8,182205,1668,181600,159490,1,0.203186292,40.34,-75.9267,0.203186292,2018,"Summer",7
"122",6446,394820,132,"Manchester, NH","msa","NH",8,291024,1868,297967,260870,1.000084773,0.533785379,42.9848,-71.4447,0.533830629587934,2018,"Summer",7
"123",6447,394612,133,"Fort Wayne, IN","msa","IN",8,137930,1702,181667,142968,1,0.411748666,41.0886,-85.1437,0.411748666,2018,"Summer",5
"124",6448,394596,134,"Flint, MI","msa","MI",8,117239,1839,152966,142031,0.998514942,0.303022637,43.0235,-83.6922,0.302572630808742,2018,"Summer",5
"125",6450,394972,136,"Peoria, IL","msa","IL",8,114867,3726,135600,114883,0.969042367,0.074768651,40.752,-89.6153,0.0724539905424369,2018,"Summer",5
"126",6451,394439,137,"Canton, OH","msa","OH",8,126384,1924,154917,136359,0.984588375,0.249506661,40.8075,-81.3677,0.245661357905666,2018,"Summer",6
"127",6452,395070,138,"Savannah, GA","msa","GA",8,191873,2881,266367,203949,0.985096893,0.142636213,32.0281,-81.1784,0.140510490255586,2018,"Summer",3
"128",6453,394901,139,"Naples, FL","msa","FL",8,350353,7270,424483,311553,0.960430079,0.045075951,26.1504,-81.7936,0.0432922991799301,2018,"Summer",3
"129",6455,394372,141,"Beaumont, TX","msa","TX",8,125209,1393,177633,145443,0.996051732,0.431130151,30.0849,-94.1451,0.429427933620972,2018,"Summer",2
"130",6456,395146,142,"Tallahassee, FL","msa","FL",8,175093,2040,213333,178140,0.989172257,0.20078161,30.4551,-84.2526,0.198607598327794,2018,"Summer",3
"131",6457,394576,143,"Eugene, OR","msa","OR",8,292006,1541,340833,288845,1,0.370786876,44.0563,-123.1173,0.370786876,2018,"Summer",8
"132",6458,394520,144,"Davenport, IA","msa","IL",8,129677,1599,154267,127858,0.981513052,0.169307035,41.5563,-90.6052,0.166177064647921,2018,"Summer",5
"133",6459,394927,145,"Ocala, FL","msa","FL",8,151108,2748,199900,153111,0.976713678,0.126594379,29.178,-82.1511,0.123646461527216,2018,"Summer",3
"134",6460,394875,146,"Montgomery, AL","msa","AL",8,133024,2959,185798,151395,0.977384352,0.077486701,32.3473,-86.2666,0.0757342890455028,2018,"Summer",4
"135",6461,394679,147,"Hickory, NC","msa","NC",8,145953,1512,222833,145042,0.984581252,0.268914088,35.7425,-81.323,0.264767769443478,2018,"Summer",6
"136",6462,395164,148,"Trenton, NJ","msa","NJ",8,248384,2060,299900,260030,0.982738819,0.202540295,40.2236,-74.7641,0.199044210308212,2018,"Summer",7
"137",6463,394332,149,"Ann Arbor, MI","msa","MI",8,286361,1501,363267,259000,0.997216423,0.384852087,42.2755,-83.7312,0.383780821582225,2018,"Summer",5
"138",6464,394602,150,"Fort Collins, CO","msa","CO",8,395915,2136,424967,372490,1,0.308566306,40.5478,-105.0656,0.308566306,2018,"Summer",2
"139",6467,395033,153,"Rockford, IL","msa","IL",8,117480,1618,144117,120867,0.985244729,0.233711917,42.2597,-89.0641,0.230263434328736,2018,"Summer",5
"140",6468,394645,154,"Greeley, CO","msa","CO",8,363922,1593,354065,326030,1,0.362449694,40.4151,-104.7706,0.362449694,2018,"Summer",2
"141",6469,394622,155,"Gainesville, FL","msa","FL",8,187735,1572,238617,183790,0.980482642,0.170260981,29.6804,-82.3458,0.166937936480392,2018,"Summer",3
"142",6470,394405,156,"Boulder, CO","msa","CO",8,551095,1561,617650,505489,1,0.347669508,40.0249,-105.2523,0.347669508,2018,"Summer",2
"143",6472,395109,158,"Spartanburg, SC","msa","SC",8,148066,1998,192102,152825,0.995934435,0.247129363,34.9437,-81.9257,0.246124642511315,2018,"Summer",4
"144",6473,394646,159,"Green Bay, WI","msa","WI",8,174099,2074,214900,170762,1.000247711,0.461023276,44.515,-87.9896,0.461137476536721,2018,"Summer",5
"145",6474,395107,160,"South Bend, IN","msa","IN",8,128450,1623,165600,135227,1,0.278134284,41.6767,-86.2696,0.278134284,2018,"Summer",5
"146",6475,394488,161,"Columbus, GA","msa","GA",8,119054,1925,164800,152812,0.995700623,0.152620357,32.51,-84.8771,0.151964184547382,2018,"Summer",4
"147",6477,394471,163,"Clarksville, TN","msa","TN",8,168067,1742,183950,163716,1,0.155032206,36.5695,-87.342,0.155032206,2018,"Summer",4
"148",6479,394747,165,"Kingsport, TN","msa","TN",8,127935,1946,173133,128573,0.973422994,0.135572425,36.5224,-82.5453,0.13196931584734,2018,"Summer",4
"149",6480,394741,166,"Kennewick, WA","msa","WA",8,269533,1175,324967,275162,1,0.433438949,46.1978,-119.1732,0.433438949,2018,"Summer",8
"150",6481,395229,167,"Wilmington, NC","msa","NC",8,244926,2498,303138,231809,0.982727076,0.168685772,34.21,-77.8866,0.165772075480363,2018,"Summer",6
"151",6483,394660,169,"Hagerstown, MD","msa","MD",8,193416,1515,214933,181785,0.993247136,0.179274677,39.6401,-77.7217,0.178064059487575,2018,"Summer",6
"152",6484,753875,170,"Crestview, FL","msa","FL",8,262986,3801,399000,273326,0.982765895,0.123209193,30.748,-86.5784,0.121085792830873,2018,"Summer",4
"153",6485,394543,171,"Duluth, MN","msa","MN",8,163187,1742,199933,150562,0.993407699,0.293804312,46.7756,-92.1392,0.291867465540198,2018,"Summer",5
"154",6486,395179,172,"Utica, NY","msa","NY",8,130473,1623,143300,118409,0.986873045,0.35533029,43.0961,-75.226,0.350665885273033,2018,"Summer",7
"155",6488,395061,174,"San Luis Obispo, CA","msa","CA",8,617151,1407,707967,578747,0.989969377,0.216647915,35.2669,-120.6691,0.214474801440899,2018,"Summer",1
"156",6489,394851,175,"Merced, CA","msa","CA",8,261981,708,300121,261561,1,0.318636048,37.3057,-120.4778,0.318636048,2018,"Summer",1
"157",6491,395197,177,"Waco, TX","msa","TX",8,155384,1201,207083,185455,0.982329986,0.213149481,31.5598,-97.1881,0.209383126686637,2018,"Summer",2
"158",6492,394447,178,"Cedar Rapids, IA","msa","IA",8,156588,1588,194275,158353,0.995475113,0.225728118,41.9665,-91.6782,0.224706723773327,2018,"Summer",5
"159",6495,395065,181,"Santa Cruz, CA","msa","CA",8,862826,745,904833,793351,1,0.435656816,36.9789,-122.0346,0.435656816,2018,"Summer",1
"160",6496,394572,182,"Erie, PA","msa","PA",8,128811,1621,137600,126014,0.972777994,0.118585661,42.1168,-80.0733,0.115357521424744,2018,"Summer",6
"161",6497,394483,183,"College Station, TX","msa","TX",8,213259,1537,264250,231402,0.972609094,0.128619529,30.5852,-96.296,0.125096523571397,2018,"Summer",2
"162",6498,394732,184,"Kalamazoo, MI","msa","MI",8,166411,1748,229900,156541,1,0.338681085,42.2749,-85.5882,0.338681085,2018,"Summer",5
"163",6499,394323,185,"Amarillo, TX","msa","TX",8,141004,1595,219750,157315,0.985612122,0.145647136,35.1988,-101.8311,0.143551582776183,2018,"Summer",2
"164",6500,394924,186,"Norwich, CT","msa","CT",8,240990,1961,287150,220462,0.981872397,0.212728501,41.5495,-72.0882,0.208872243187087,2018,"Summer",7
"165",6501,394811,187,"Lynchburg, VA","msa","VA",8,175615,1537,226600,177500,0.988007293,0.165449735,37.4003,-79.1909,0.163465544804917,2018,"Summer",6
"166",6502,394348,188,"Atlantic City, NJ","msa","NJ",8,191955,3052,241233,189092,0.977466936,0.233044733,39.3797,-74.4527,0.227793521116448,2018,"Summer",7
"167",6504,395171,190,"Tuscaloosa, AL","msa","AL",8,160055,1201,202388,166906,0.98244641,0.142390153,33.2348,-87.5267,0.139890694634201,2018,"Summer",4
"168",6505,395240,191,"Yakima, WA","msa","WA",8,207182,662,267833,223741,1,0.323752089,46.5923,-120.5496,0.323752089,2018,"Summer",8
"169",6506,394609,192,"Fort Smith, AR","msa","AR",8,105054,1780,152967,126308,0.978417871,0.111079534,35.3493,-94.3695,0.108682201167952,2018,"Summer",2
"170",6515,394813,201,"Macon, GA","msa","GA",8,103978,1125,156200,129293,0.975993097,0.099439228,32.8065,-83.6974,0.0970520000990091,2018,"Summer",4
"171",6517,394681,203,"Hilton Head Island, SC","msa","SC",8,306504,3533,399083,278301,0.972198798,0.066319361,32.1896,-80.7499,0.0644756030483281,2018,"Summer",3
"172",6518,394454,204,"Champaign, IL","msa","IL",8,142871,1401,154983,142823,0.977215605,0.105550399,40.1144,-88.2735,0.103145497016776,2018,"Summer",5
"173",6519,395030,205,"Rochester, MN","msa","MN",8,224030,1036,263933,204377,1,0.401778645,44.0151,-92.4778,0.401778645,2018,"Summer",5
