"","X","RegionID","SizeRank","RegionName","RegionType","StateName","month","ZVHI","inventory","median_list_price","median_sale_price","StL_ratio","prct_above_list","lat","lng","y","year","season","loc_cluster"
"5282",20338,395105,495,"Somerset, KY","msa","KY",11,146829,514,179450,147432,0.957766178,0.080322523,37.0815,-84.6091,0.0769301958610271,2019,"Fall",4
"5283",20344,394496,500,"Coos Bay, OR","msa","OR",11,239632,383,296267,241273,0.980262949,0.167214912,43.3789,-124.233,0.163914582753895,2019,"Fall",8
"5284",20346,394472,503,"Clearlake, CA","msa","CA",11,243876,588,295967,266672,0.973898596,0.14138069,38.959,-122.633,0.137690455492511,2019,"Fall",1
"5285",20351,394629,509,"Georgetown, SC","msa","SC",11,241642,984,395667,288987,0.959176999,0.061691831,33.3595,-79.2958,0.0591733853213952,2019,"Fall",6
"5286",20357,394509,517,"Crossville, TN","msa","TN",11,169288,560,216300,165502,0.974740581,0.121412463,35.9527,-85.0294,0.118345654725261,2019,"Fall",4
"5287",20363,395136,523,"Sturgis, MI","msa","MI",11,130930,299,175767,126688,0.973783915,0.19965287,41.7995,-85.4182,0.194418753389586,2019,"Fall",5
"5288",20376,394592,537,"Fernley, NV","msa","NV",11,283244,414,322783,274718,0.99687015,0.187009419,39.5611,-119.1926,0.186424107569943,2019,"Fall",1
"5289",20378,753877,539,"Cullowhee, NC","msa","NC",11,252628,829,406317,275467,0.947481315,0.04759442,35.3107,-83.1815,0.0450948236482623,2019,"Fall",4
"5290",20387,394547,548,"Durango, CO","msa","CO",11,439037,802,555667,388079,0.976116111,0.048435223,37.2659,-107.8782,0.0472784015101778,2019,"Fall",2
"5291",20388,394402,549,"Boone, NC","msa","NC",11,266975,762,399600,277742,0.956318685,0.047979798,36.2111,-81.6668,0.0458839773299256,2019,"Fall",6
"5292",20390,394411,551,"Branson, MO","msa","MO",11,187772,1206,202966,161681,0.969247152,0.12150237,36.651,-93.2635,0.11776582608375,2019,"Fall",2
"5293",20391,394444,552,"Carson City, NV","msa","NV",11,330029,243,356658,326408,0.983660614,0.103382996,39.1512,-119.7474,0.10169378132252,2019,"Fall",1
"5294",20397,395122,558,"St. Marys, GA","msa","GA",11,182663,328,242850,180564,0.98662715,0.09157649,30.7567,-81.5722,0.0903518513357035,2019,"Fall",3
"5295",20400,394566,561,"Elko, NV","msa","NV",11,308645,356,291060,256714,0.994750656,0.137997558,40.8387,-115.7674,0.137273161346898,2019,"Fall",8
"5296",20404,394517,565,"Danville, KY","msa","KY",11,123906,263,166250,134657,0.959453176,0.12010062,37.6418,-84.7777,0.115230921298569,2019,"Fall",4
"5297",20405,395131,566,"Sterling, IL","msa","IL",11,102463,351,91233,91919,0.962184992,0.105589362,41.7995,-89.6956,0.101596499431255,2019,"Fall",5
"5298",20409,394967,570,"Payson, AZ","msa","AZ",11,227343,485,323483,259795,0.971357866,0.033123273,34.2434,-111.3195,0.0321745517762154,2019,"Fall",1
"5299",20410,395204,571,"Warrensburg, MO","msa","MO",11,171651,243,181633,184636,0.988049548,0.2127105,38.7627,-93.726,0.210168513379854,2019,"Fall",2
"5300",20412,394562,573,"Elizabeth City, NC","msa","NC",11,168100,567,239900,177509,0.987563491,0.197473861,36.2943,-76.2361,0.195017975550409,2019,"Fall",6
"5301",20416,394571,577,"Enterprise, AL","msa","AL",11,134252,341,171883,167809,0.97834366,0.082890624,31.3276,-85.8459,0.0810955164638438,2019,"Fall",4
"5302",20420,394604,581,"Fort Leonard Wood, MO","msa","MO",11,163863,416,150517,150536,0.984318876,0.107155393,37.7562,-92.1274,0.105475075995098,2019,"Fall",5
"5303",20421,394363,582,"Bartlesville, OK","msa","OK",11,117757,294,138950,128470,0.983974898,0.182355226,36.7357,-95.9453,0.179432964903117,2019,"Fall",2
"5304",20428,753905,590,"Newport, OR","msa","OR",11,315205,637,388000,318104,0.976844201,0.128662818,44.6242,-124.0513,0.125683527647618,2019,"Fall",8
"5305",20431,395029,593,"Rochelle, IL","msa","IL",11,137691,330,169933,137717,0.965685084,0.082378706,41.9195,-89.0632,0.0795518876234213,2019,"Fall",5
"5306",20440,394628,602,"Gardnerville Ranchos, NV","msa","NV",11,466939,517,641300,448673,0.982032327,0.066232815,38.8872,-119.7426,0.0650427654382105,2019,"Fall",1
"5307",20461,395208,623,"Washington, NC","msa","NC",11,143816,299,261567,174028,0.955365229,0.092461302,35.5587,-77.0545,0.0883343129588681,2019,"Fall",6
"5308",20470,394500,632,"Cornelia, GA","msa","GA",11,148855,292,274322,184640,0.977862763,0.095860566,34.517,-83.531,0.0937384779315038,2019,"Fall",4
"5309",20502,395228,665,"Willmar, MN","msa","MN",11,191427,270,238983,163912,0.968956314,0.176515152,45.122,-95.0569,0.17103547104707,2019,"Fall",5
"5310",20504,394448,667,"Cedartown, GA","msa","GA",11,111637,182,172283,116385,0.974516653,0.212643678,34.0223,-85.2479,0.20722480536617,2019,"Fall",4
"5311",20521,394341,685,"Astoria, OR","msa","OR",11,370034,361,417833,344837,0.969556055,0.116081871,46.1856,-123.8053,0.112547880903779,2019,"Fall",8
"5312",20545,394507,709,"Crawfordsville, IN","msa","IN",11,134441,163,139933,133618,0.96694726,0.065052232,40.0428,-86.8975,0.0629020774892843,2019,"Fall",5
"5313",20556,394745,721,"Kill Devil Hills, NC","msa","NC",11,347193,1149,446300,332190,0.968284353,0.087557604,36.0167,-75.6699,0.0847806579393702,2019,"Fall",6
"5314",20580,394781,749,"Lebanon, MO","msa","MO",11,132399,252,185100,132911,0.981290395,0.175598676,37.6717,-92.6603,0.172313294133517,2019,"Fall",5
"5315",20583,394702,752,"Hutchinson, MN","msa","MN",11,196586,157,204900,173395,0.999224445,0.397274633,44.8856,-94.3768,0.396966524672004,2019,"Fall",5
"5316",20748,394913,1,"New York, NY","msa","NY",12,480155,80727,549300,420836,0.978483961,0.191503006,40.6943,-73.9249,0.187382619854287,2019,"Winter",7
"5317",20749,753899,2,"Los Angeles, CA","msa","CA",12,664469,24357,765667,649867,0.995206334,0.339947487,34.1139,-118.4068,0.338317892289783,2019,"Winter",1
"5318",20750,394463,3,"Chicago, IL","msa","IL",12,241550,43093,284933,237652,0.975389285,0.13508008,41.8373,-87.6862,0.131755662648943,2019,"Winter",5
"5319",20751,394514,4,"Dallas, TX","msa","TX",12,255228,30122,317967,267035,0.987013859,0.182918322,32.7936,-96.7662,0.180542918879025,2019,"Winter",2
"5320",20752,394692,5,"Houston, TX","msa","TX",12,221560,28845,286000,233260,0.980389972,0.13960695,29.7863,-95.3889,0.136869253801505,2019,"Winter",2
"5321",20753,395209,6,"Washington, DC","msa","VA",12,437079,17128,435967,409334,1,0.269479583,38.9047,-77.0163,0.269479583,2019,"Winter",6
"5322",20754,394856,7,"Miami, FL","msa","FL",12,299802,53228,374967,288647,0.967580994,0.07909247,25.7839,-80.2102,0.0765283707405152,2019,"Winter",3
"5323",20755,394974,8,"Philadelphia, PA","msa","PA",12,250682,21457,263233,244484,0.986264068,0.201170905,40.0077,-75.1339,0.198407635128542,2019,"Winter",7
"5324",20756,394347,9,"Atlanta, GA","msa","GA",12,243656,30144,291933,248558,0.986756066,0.172893797,33.7627,-84.4224,0.170604002963523,2019,"Winter",4
"5325",20757,394976,10,"Phoenix, AZ","msa","AZ",12,282322,20326,343967,289196,0.993072987,0.197769971,33.5722,-112.0891,0.196400015839873,2019,"Winter",1
"5326",20758,394404,11,"Boston, MA","msa","MA",12,492230,12666,533333,456190,0.993404023,0.333950339,42.3188,-71.0846,0.331747610244814,2019,"Winter",7
"5327",20759,395057,12,"San Francisco, CA","msa","CA",12,1096488,6845,906981,861345,1.003026485,0.526579862,37.7562,-122.443,0.528173548053645,2019,"Winter",1
"5328",20760,395025,13,"Riverside, CA","msa","CA",12,380822,18520,395833,371783,0.996702749,0.294804541,33.9381,-117.3948,0.293832496432383,2019,"Winter",1
"5329",20761,394532,14,"Detroit, MI","msa","MI",12,178766,19033,202000,185685,0.979671686,0.182755195,42.3834,-83.1024,0.179040090010909,2019,"Winter",5
"5330",20762,395078,15,"Seattle, WA","msa","WA",12,515084,8237,543229,470475,1,0.342865658,47.6211,-122.3244,0.342865658,2019,"Winter",8
"5331",20763,394865,16,"Minneapolis, MN","msa","MN",12,292867,12806,314633,272058,1,0.324217309,44.9635,-93.2678,0.324217309,2019,"Winter",5
"5332",20764,395056,17,"San Diego, CA","msa","CA",12,592005,8001,677817,583966,0.991393731,0.264867275,32.8312,-117.1225,0.262587755982053,2019,"Winter",1
"5333",20765,395148,18,"Tampa, FL","msa","FL",12,226057,17285,259567,227107,0.981340153,0.142722581,27.9942,-82.4451,0.140059399475095,2019,"Winter",3
"5334",20766,394530,19,"Denver, CO","msa","CO",12,440030,10765,458182,417391,0.994776499,0.218546828,39.7621,-104.8759,0.217405248425395,2019,"Winter",2
"5335",20767,395121,20,"St. Louis, MO","msa","MO",12,183306,12448,213433,190251,0.984488563,0.206312182,38.6358,-90.2451,0.203111983586574,2019,"Winter",5
"5336",20768,394358,21,"Baltimore, MD","msa","MD",12,296505,11149,293967,294356,0.995472682,0.218398378,39.3051,-76.6144,0.21740961909211,2019,"Winter",6
"5337",20769,394458,22,"Charlotte, NC","msa","NC",12,242416,8653,299967,252274,0.984027178,0.188409402,35.208,-80.8304,0.185399972158728,2019,"Winter",6
"5338",20770,394943,23,"Orlando, FL","msa","FL",12,254993,12407,295300,253891,0.980284566,0.128179813,28.4772,-81.3369,0.125652692356666,2019,"Winter",3
"5339",20771,395055,24,"San Antonio, TX","msa","TX",12,234713,10323,263724,224461,0.988441687,0.190550637,29.4658,-98.5253,0.188348193095205,2019,"Winter",2
"5340",20772,394998,25,"Portland, OR","msa","OR",12,417958,7875,434333,399149,0.999555542,0.285879671,45.5372,-122.65,0.285752609493187,2019,"Winter",8
"5341",20773,395045,26,"Sacramento, CA","msa","CA",12,422903,6787,467667,407440,0.998807394,0.330839238,38.5667,-121.4683,0.330444677139726,2019,"Winter",1
"5342",20774,394775,27,"Las Vegas, NV","msa","NV",12,290446,12898,309997,288629,0.986634554,0.14674609,36.2333,-115.2654,0.144784763058394,2019,"Winter",1
"5343",20775,394982,28,"Pittsburgh, PA","msa","PA",12,163161,9261,176600,170355,0.9761398,0.171982371,40.4396,-79.9762,0.167878837231466,2019,"Winter",6
"5344",20776,394355,29,"Austin, TX","msa","TX",12,330881,7864,351667,328368,0.988556722,0.204116974,30.3004,-97.7522,0.201781206721999,2019,"Winter",2
"5345",20777,394466,30,"Cincinnati, OH","msa","OH",12,188158,6547,221625,182368,0.980281964,0.160635017,39.1413,-84.5061,0.157467609951933,2019,"Winter",5
"5346",20778,394735,31,"Kansas City, MO","msa","MO",12,206976,8735,261167,218134,0.992839232,0.239557217,39.1239,-94.5541,0.237841803346337,2019,"Winter",2
"5347",20779,394492,32,"Columbus, OH","msa","OH",12,214705,6049,239900,195197,0.989383258,0.230299449,39.9862,-82.985,0.227854419167225,2019,"Winter",6
"5348",20780,394705,33,"Indianapolis, IN","msa","IN",12,186688,7452,219967,187107,0.984371558,0.160443716,39.7771,-86.1458,0.15793623069023,2019,"Winter",5
"5349",20781,394475,34,"Cleveland, OH","msa","OH",12,158462,10217,173500,151446,0.975799045,0.186844933,41.4767,-81.6804,0.182323107184489,2019,"Winter",6
"5350",20782,395059,35,"San Jose, CA","msa","CA",12,1191890,2353,1049332,1061881,0.991461113,0.343762738,37.3019,-121.8486,0.340827386825407,2019,"Winter",1
"5351",20783,394902,36,"Nashville, TN","msa","TN",12,286310,8921,326633,288141,0.997656663,0.17605097,36.1715,-86.7843,0.175638423248113,2019,"Winter",4
"5352",20784,395194,37,"Virginia Beach, VA","msa","VA",12,247633,9273,269933,243407,0.993032944,0.15616906,36.7335,-76.0435,0.155081021413513,2019,"Winter",6
"5353",20785,395005,38,"Providence, RI","msa","RI",12,319942,6280,338967,288735,0.986620275,0.266533358,41.823,-71.4187,0.262967214966633,2019,"Winter",7
"5354",20786,394714,39,"Jacksonville, FL","msa","FL",12,232570,8693,278450,234719,0.980891371,0.107820582,30.3322,-81.6749,0.105760278499998,2019,"Winter",3
"5355",20787,394862,40,"Milwaukee, WI","msa","WI",12,201438,4820,248267,225449,0.993976787,0.324577071,43.0642,-87.9673,0.322622074166451,2019,"Winter",5
"5356",20788,394935,41,"Oklahoma City, OK","msa","OK",12,160386,6151,237600,182766,0.989544773,0.177810179,35.4676,-97.5136,0.175951133215644,2019,"Winter",2
"5357",20789,395012,42,"Raleigh, NC","msa","NC",12,283460,4099,328300,278052,0.993144273,0.255592757,35.8325,-78.6435,0.253840482834831,2019,"Winter",6
"5358",20790,394849,43,"Memphis, TN","msa","TN",12,159238,4717,218267,183030,0.997673383,0.229810552,35.1046,-89.9773,0.229275870862937,2019,"Winter",4
"5359",20791,395022,44,"Richmond, VA","msa","VA",12,252212,4761,278000,251272,0.998437144,0.243126219,37.5295,-77.4756,0.242746247729879,2019,"Winter",6
"5360",20792,394910,45,"New Orleans, LA","msa","LA",12,206133,3465,246633,203974,0.979382079,0.128692897,30.0687,-89.9288,0.126039517016393,2019,"Winter",4
"5361",20793,394807,46,"Louisville, KY","msa","KY",12,181805,5172,226467,186213,0.985842835,0.1716147,38.1663,-85.6485,0.169185122375675,2019,"Winter",4
"5362",20794,395053,47,"Salt Lake City, UT","msa","UT",12,382564,3485,393323,340723,0.99758202,0.31674344,40.7777,-111.9306,0.315977560696949,2019,"Winter",8
"5363",20795,394669,48,"Hartford, CT","msa","CT",12,238402,5059,264617,225440,0.981556018,0.232688403,41.7661,-72.6834,0.228396702283459,2019,"Winter",7
"5364",20796,394425,49,"Buffalo, NY","msa","NY",12,176291,3048,171567,165335,0.995068003,0.394578153,42.9016,-78.8487,0.392632094733138,2019,"Winter",6
"5365",20797,394388,50,"Birmingham, AL","msa","AL",12,178142,5067,249600,204402,0.984762954,0.181516424,33.5277,-86.7987,0.178750649897757,2019,"Winter",4
"5366",20798,394640,51,"Grand Rapids, MI","msa","MI",12,219639,3518,233267,200109,0.996144265,0.296324572,42.962,-85.6562,0.29518202297638,2019,"Winter",5
"5367",20799,395031,52,"Rochester, NY","msa","NY",12,159336,3149,176283,152613,0.994414786,0.34905293,43.168,-77.6162,0.347103394688623,2019,"Winter",7
"5368",20800,395167,53,"Tucson, AZ","msa","AZ",12,221727,4263,267967,224530,0.992539184,0.196062715,32.1545,-110.8782,0.194599927158925,2019,"Winter",1
"5369",20801,395169,54,"Tulsa, OK","msa","OK",12,151304,4671,232433,170758,0.986003736,0.174510909,36.1284,-95.9042,0.172068408246756,2019,"Winter",2
"5370",20802,394619,55,"Fresno, CA","msa","CA",12,268635,2281,316933,277110,0.998222222,0.296804283,36.7831,-119.7941,0.296276630875377,2019,"Winter",1
"5371",20804,394938,57,"Omaha, NE","msa","NE",12,205195,3046,234333,191258,1,0.277958744,41.2627,-96.0522,0.277958744,2019,"Winter",2
"5372",20805,395238,58,"Worcester, MA","msa","MA",12,297947,2849,316733,279231,0.996019035,0.32073039,42.2705,-71.8079,0.319453573542974,2019,"Winter",7
"5373",20806,394415,59,"Bridgeport, CT","msa","CT",12,417154,5577,610500,388258,0.971440048,0.133386753,41.1918,-73.1953,0.129577233736884,2019,"Winter",7
"5374",20807,394653,60,"Greenville, SC","msa","SC",12,209870,4028,259836,205193,0.985417054,0.165018381,34.8353,-82.3647,0.16261192686087,2019,"Winter",4
"5375",20808,394312,61,"Albuquerque, NM","msa","NM",12,212768,3295,254900,218155,0.988137089,0.140373659,35.1053,-106.6464,0.138708418776539,2019,"Winter",2
"5376",20809,394357,62,"Bakersfield, CA","msa","CA",12,229078,2641,259025,243982,0.997070747,0.295864632,35.3529,-119.0359,0.29499796963912,2019,"Winter",1
"5377",20810,394308,63,"Albany, NY","msa","NY",12,207113,2508,223233,197941,0.984624834,0.309369061,42.6664,-73.7987,0.304612460331861,2019,"Winter",7
"5378",20811,394753,64,"Knoxville, TN","msa","TN",12,194806,4071,244233,196429,0.984983061,0.191332986,35.9692,-83.9496,0.18845975022055,2019,"Winter",4
"5379",20812,394843,65,"McAllen, TX","msa","TX",12,121209,2366,195285,157477,0.976320239,0.183220721,26.2273,-98.2471,0.178882098116472,2019,"Winter",2
"5380",20813,394367,66,"Baton Rouge, LA","msa","LA",12,187863,4792,230513,199032,0.98921959,0.119837528,30.4418,-91.131,0.118545630314774,2019,"Winter",4
"5381",20814,753906,67,"North Port, FL","msa","FL",12,280188,7955,348000,266332,0.972221188,0.080354987,27.0577,-82.1975,0.0781228209228646,2019,"Winter",3
"5382",20815,394908,68,"New Haven, CT","msa","CT",12,231668,3200,249600,222058,0.976082053,0.201207014,41.3112,-72.9246,0.19639455530312,2019,"Winter",7
"5383",20816,394486,69,"Columbia, SC","msa","SC",12,163848,3395,209300,174757,0.998697707,0.22385304,34.0376,-80.9037,0.223561517752979,2019,"Winter",6
"5384",20817,394318,70,"Allentown, PA","msa","PA",12,213949,3363,222800,197023,0.985942058,0.171504737,40.5961,-75.4756,0.169093733354529,2019,"Winter",7
"5385",20818,394561,71,"El Paso, TX","msa","TX",12,137382,3515,185950,157843,1,0.136151712,31.8479,-106.4309,0.136151712,2019,"Winter",2
"5386",20819,394952,72,"Oxnard, CA","msa","CA",12,611711,1972,710000,601028,0.991151023,0.253790504,34.1963,-119.1815,0.251544717667286,2019,"Winter",1
"5387",20820,394457,73,"Charleston, SC","msa","SC",12,277531,5581,374630,267011,0.985827698,0.122991266,32.8153,-79.9628,0.121248196634886,2019,"Winter",3
"5388",20822,394440,75,"Cape Coral, FL","msa","FL",12,240834,10069,289967,237556,0.971545819,0.085940111,26.6446,-81.9956,0.0834947555264459,2019,"Winter",3
"5389",20823,394648,76,"Greensboro, NC","msa","NC",12,156373,2258,224963,162787,0.984817939,0.221043837,36.0956,-79.8269,0.217687935982992,2019,"Winter",6
"5390",20825,395134,78,"Stockton, CA","msa","CA",12,372008,1778,400333,375301,1,0.336835291,37.9765,-121.3109,0.336835291,2019,"Winter",1
"5391",20826,394484,79,"Colorado Springs, CO","msa","CO",12,320289,2895,360308,318614,1,0.289171512,38.8674,-104.7606,0.289171512,2019,"Winter",2
"5392",20827,394798,80,"Little Rock, AR","msa","AR",12,152034,3871,195000,164671,0.986743163,0.130191168,34.7256,-92.3576,0.128465244906984,2019,"Winter",2
"5393",20828,394766,81,"Lakeland, FL","msa","FL",12,192208,3614,220000,196395,0.987854261,0.187866464,28.0556,-81.9545,0.185584686961403,2019,"Winter",3
"5394",20829,394531,82,"Des Moines, IA","msa","IA",12,208370,4313,245330,203792,0.987200046,0.12162677,41.5725,-93.6105,0.120069952938831,2019,"Winter",5
"5395",20830,394304,83,"Akron, OH","msa","OH",12,153697,3172,154600,153693,0.980595514,0.199606591,41.0798,-81.5219,0.195733327699433,2019,"Winter",6
"5396",20831,395115,84,"Springfield, MA","msa","MA",12,237411,2022,251767,225689,0.992153356,0.318466321,42.1155,-72.5395,0.315967429153123,2019,"Winter",7
"5397",20832,394931,85,"Ogden, UT","msa","UT",12,326577,2217,329933,293749,0.998908694,0.314004965,41.2278,-111.9682,0.313662289497666,2019,"Winter",8
"5398",20833,394528,86,"Deltona, FL","msa","FL",12,224349,5973,268267,219968,0.978188355,0.13801501,28.905,-81.2137,0.135004675597209,2019,"Winter",3
"5399",20835,394816,89,"Madison, WI","msa","WI",12,284878,2851,309967,267522,0.986654288,0.259941727,43.0826,-89.3931,0.256472619574675,2019,"Winter",5
"5400",20836,395006,90,"Provo, UT","msa","UT",12,368338,1944,374417,333391,0.997175145,0.300015698,40.2457,-111.6457,0.299168197155426,2019,"Winter",8
"5401",20837,394549,91,"Durham, NC","msa","NC",12,272809,1889,323300,267582,0.991681841,0.26446078,35.9794,-78.9031,0.262260953182696,2019,"Winter",6
"5402",20838,395143,92,"Syracuse, NY","msa","NY",12,147923,2355,172433,151070,0.987561023,0.310720621,43.0409,-76.1438,0.306855574341955,2019,"Winter",7
"5403",20840,395160,94,"Toledo, OH","msa","OH",12,125856,2561,158267,134567,0.976360972,0.193153248,41.6639,-83.5822,0.188587292962237,2019,"Winter",5
"5404",20841,394352,95,"Augusta, GA","msa","GA",12,156714,3050,219633,181083,0.991685316,0.177930389,33.3645,-82.0708,0.176450954041468,2019,"Winter",4
"5405",20842,394957,96,"Palm Bay, FL","msa","FL",12,226339,4277,274233,226702,0.978538844,0.117546791,27.955,-80.6627,0.11502410098105,2019,"Winter",3
"5406",20843,394711,97,"Jackson, MS","msa","MS",12,140381,2368,239450,190309,0.977557321,0.089608661,32.3163,-90.2124,0.0875976025855572,2019,"Winter",4
"5407",20844,394666,98,"Harrisburg, PA","msa","PA",12,193283,1718,191133,183776,1,0.226492506,40.2752,-76.8843,0.226492506,2019,"Winter",6
"5408",20845,395113,99,"Spokane, WA","msa","WA",12,274081,1903,300000,259123,1,0.320016366,47.6671,-117.433,0.320016366,2019,"Winter",8
"5409",20846,394460,100,"Chattanooga, TN","msa","TN",12,180669,2870,273267,201590,0.98326358,0.18213837,35.0657,-85.2488,0.179090025741565,2019,"Winter",4
"5410",20847,395075,101,"Scranton, PA","msa","PA",12,121399,2295,151300,126520,0.960825862,0.17680947,41.4044,-75.6649,0.169883111422513,2019,"Winter",7
"5411",20848,394871,102,"Modesto, CA","msa","CA",12,328540,1185,357967,327745,1,0.341961896,37.6374,-121.0028,0.341961896,2019,"Winter",1
"5412",20849,394590,103,"Fayetteville, AR","msa","AR",12,197579,2763,265000,206387,0.99687356,0.146463605,36.0713,-94.166,0.146005695326784,2019,"Winter",2
"5413",20850,394770,104,"Lansing, MI","msa","MI",12,166401,2320,150267,151877,0.989143625,0.267736975,42.7142,-84.5601,0.264830321998034,2019,"Winter",5
"5414",20851,394768,105,"Lancaster, PA","msa","PA",12,234751,1158,236750,221202,0.997152385,0.138448416,40.0421,-76.3012,0.138054168213872,2019,"Winter",7
"5415",20852,394997,106,"Portland, ME","msa","ME",12,322925,3226,352800,295006,0.995096114,0.310742371,43.6773,-70.2715,0.309218525837246,2019,"Winter",7
"5416",20853,395245,107,"Youngstown, OH","msa","OH",12,100937,2698,123133,114051,0.964417876,0.139257626,41.0993,-80.6463,0.134302543883722,2019,"Winter",6
"5417",20854,394589,108,"Fayetteville, NC","msa","NC",12,134283,2252,173700,161431,0.991487696,0.193034922,35.0846,-78.9776,0.19139175006132,2019,"Winter",6
"5418",20855,394792,109,"Lexington, KY","msa","KY",12,196039,2324,261300,199466,0.981328524,0.149595596,38.0423,-84.4587,0.14680242541958,2019,"Winter",4
"5419",20856,394898,110,"Myrtle Beach, SC","msa","SC",12,211119,8656,236686,190284,0.970478415,0.097699763,33.7096,-78.8843,0.0948155111421156,2019,"Winter",6
"5420",20857,394971,111,"Pensacola, FL","msa","FL",12,190105,2713,265251,214566,0.999951138,0.164045211,30.4427,-87.1886,0.1640371954229,2019,"Winter",4
"5421",20858,394995,112,"Port St. Lucie, FL","msa","FL",12,241113,4355,279600,240770,0.971585986,0.085519043,27.2796,-80.3883,0.0830891037149314,2019,"Winter",3
"5422",20859,395068,113,"Santa Rosa, CA","msa","CA",12,633267,1388,738333,605595,0.992023703,0.24559779,38.4458,-122.7067,0.243638829084416,2019,"Winter",1
"5423",20861,394698,115,"Huntsville, AL","msa","AL",12,192877,1938,265267,207927,1,0.23266462,34.6988,-86.6412,0.23266462,2019,"Winter",4
"5424",20862,395019,116,"Reno, NV","msa","NV",12,384316,2512,434742,370747,0.989003997,0.148458093,39.5497,-119.8483,0.146825647363998,2019,"Winter",1
"5425",20863,395116,117,"Springfield, MO","msa","MO",12,160339,2218,195050,159078,0.988746896,0.199617216,37.1943,-93.2916,0.197370902708162,2019,"Winter",2
"5426",20864,395195,118,"Visalia, CA","msa","CA",12,224161,937,263833,238369,0.997088792,0.26862386,36.3276,-119.3269,0.267841840069777,2019,"Winter",1
"5427",20865,394746,119,"Killeen, TX","msa","TX",12,161213,1760,203750,164565,1,0.206486457,31.0754,-97.7296,0.206486457,2019,"Winter",2
"5428",20866,394338,120,"Asheville, NC","msa","NC",12,275970,3036,375000,279616,0.973050004,0.103204473,35.5704,-82.5536,0.100423112865468,2019,"Winter",4
"5429",20867,395244,121,"York, PA","msa","PA",12,195361,1503,204333,183955,1,0.167357179,39.9651,-76.7315,0.167357179,2019,"Winter",6
"5430",20868,395183,122,"Vallejo, CA","msa","CA",12,450092,1030,469667,442906,1,0.348960347,38.1133,-122.2358,0.348960347,2019,"Winter",1
"5431",20869,753917,123,"Santa Maria, CA","msa","CA",12,640430,1012,1223500,581748,0.986556158,0.189389518,34.9334,-120.4432,0.186843395243552,2019,"Winter",1
"5432",20870,395048,124,"Salem, OR","msa","OR",12,314591,1662,349680,302000,1,0.331280918,44.9231,-123.0246,0.331280918,2019,"Winter",8
"5433",20871,395050,125,"Salinas, CA","msa","CA",12,590599,942,956917,624795,0.987556019,0.183059774,36.6884,-121.6317,0.18078178165048,2019,"Winter",1
"5434",20872,394502,126,"Corpus Christi, TX","msa","TX",12,167999,2673,239900,198542,0.979863848,0.143721371,27.726,-97.3755,0.140827375627896,2019,"Winter",2
"5435",20874,394421,128,"Brownsville, TX","msa","TX",12,108384,1616,221633,159750,0.981342253,0.389068826,25.998,-97.4565,0.381809678278905,2019,"Winter",2
"5436",20875,395051,129,"Salisbury, MD","msa","DE",12,264666,3657,322133,261921,0.974290556,0.131525016,38.3756,-75.5867,0.128143580966549,2019,"Winter",6
"5437",20876,395015,130,"Reading, PA","msa","PA",12,191111,1235,198233,175015,1,0.193026895,40.34,-75.9267,0.193026895,2019,"Winter",7
"5438",20878,394820,132,"Manchester, NH","msa","NH",12,307225,1371,311267,285361,1.000041441,0.518485915,42.9848,-71.4447,0.518507401574803,2019,"Winter",7
"5439",20879,394612,133,"Fort Wayne, IN","msa","IN",12,152429,1370,167133,154880,1.000128304,0.381535948,41.0886,-85.1437,0.381584900588272,2019,"Winter",5
"5440",20880,394596,134,"Flint, MI","msa","MI",12,128950,1652,156615,142957,0.988735631,0.249998105,43.0235,-83.6922,0.247182034095979,2019,"Winter",5
"5441",20882,394972,136,"Peoria, IL","msa","IL",12,115070,2878,125667,124256,0.965620799,0.068610447,40.752,-89.6153,0.0662516746518872,2019,"Winter",5
"5442",20883,394439,137,"Canton, OH","msa","OH",12,137316,1789,158267,138969,0.979993834,0.220123457,40.8075,-81.3677,0.215719630578764,2019,"Winter",6
"5443",20884,395070,138,"Savannah, GA","msa","GA",12,203106,2564,293133,222137,0.984047796,0.145825707,32.0281,-81.1784,0.143499465573492,2019,"Winter",3
"5444",20885,394901,139,"Naples, FL","msa","FL",12,349488,7340,438967,329964,0.961560984,0.04312366,26.1504,-81.7936,0.0414660289432814,2019,"Winter",3
"5445",20887,394372,141,"Beaumont, TX","msa","TX",12,130668,1677,188050,175680,0.992992982,0.421682735,30.0849,-94.1451,0.418727996485566,2019,"Winter",2
"5446",20888,395146,142,"Tallahassee, FL","msa","FL",12,182853,1592,232417,200909,0.987362993,0.179752469,30.4551,-84.2526,0.17748093579098,2019,"Winter",3
"5447",20889,394576,143,"Eugene, OR","msa","OR",12,318981,976,376267,310443,0.998779992,0.294254681,44.0563,-123.1173,0.293895687935143,2019,"Winter",8
"5448",20890,394520,144,"Davenport, IA","msa","IL",12,135133,1617,144400,138878,0.980467564,0.218224533,41.5563,-90.6052,0.213962076275548,2019,"Winter",5
"5449",20891,394927,145,"Ocala, FL","msa","FL",12,164428,2516,203233,164730,0.97650354,0.133944942,29.178,-82.1511,0.130797710028095,2019,"Winter",3
"5450",20892,394875,146,"Montgomery, AL","msa","AL",12,137243,1796,190800,166975,0.972096748,0.07387992,32.3473,-86.2666,0.0718184299745002,2019,"Winter",4
